V262: Year survey,B_COUNTRY_ALPHA: Country code ISO 3166 alpha,N_REGION_ISO: Region (ISO),G_TOWNSIZE2: Settlement size_5 groups,V240: Sex,V242: Age,V247: Language at home,V57: Marital status,V248R: Highest educational level: Respondent (recoded into 3 groups),V238: Social class (subjective)
2011,-4,Missing,500000 and more,Male,18,Russian,Single,Middle,Lower class
2011,-4,Missing,500000 and more,Female,65,Russian,Widowed,Middle,Lower class
2011,-4,Missing,500000 and more,Male,55,Russian,Married,Middle,Working class
2011,-4,Missing,500000 and more,Male,50,Russian,Married,Higher,Upper middle class
2011,-4,Missing,500000 and more,Male,55,Russian,Married,Middle,Working class
2011,-4,Missing,500000 and more,Female,51,Russian,Separated,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,38,Russian,Divorced,Middle,Upper middle class
2011,-4,Missing,500000 and more,Female,56,Russian,Divorced,Middle,Working class
2011,-4,Missing,500000 and more,Female,51,Russian,Married,Middle,Working class
2011,-4,Missing,500000 and more,Female,53,Russian,Widowed,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,53,Russian,Widowed,Higher,Lower middle class
2011,-4,Missing,500000 and more,Male,25,Russian,Single,Middle,Don´t know
2011,-4,Missing,500000 and more,Male,20,Russian,Single,Middle,Don´t know
2011,-4,Missing,500000 and more,Female,57,Russian,Divorced,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,37,Russian,Married,Higher,Don´t know
2011,-4,Missing,500000 and more,Male,29,Russian,Single,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,30,Russian,Married,Middle,Don´t know
2011,-4,Missing,500000 and more,Male,37,Russian,Single,Higher,Don´t know
2011,-4,Missing,20000-100000,Male,38,Russian,Married,Middle,Lower middle class
2011,-4,Missing,20000-100000,Female,22,Russian,Separated,Middle,Upper middle class
2011,-4,Missing,20000-100000,Male,30,Other,Married,Middle,Working class
2011,-4,Missing,20000-100000,Female,39,Russian,Married,Middle,Working class
2011,-4,Missing,20000-100000,Female,61,Russian,Married,Middle,Working class
2011,-4,Missing,20000-100000,Female,57,Russian,Married,Middle,Lower middle class
2011,-4,Missing,20000-100000,Female,57,Russian,Divorced,Higher,Lower middle class
2011,-4,Missing,20000-100000,Female,72,Russian,Married,Middle,Working class
2011,-4,Missing,20000-100000,Male,32,Russian,Married,Higher,Working class
2011,-4,Missing,20000-100000,Female,61,Russian,Married,Higher,Don´t know
2011,-4,Missing,20000-100000,Male,35,Russian,Married,Middle,Working class
2011,-4,Missing,20000-100000,Male,62,Russian,Married,Middle,Working class
2011,-4,Missing,20000-100000,Female,33,Russian,Divorced,Higher,Working class
2011,-4,Missing,20000-100000,Female,22,Russian,Living together as married,Middle,Working class
2011,-4,Missing,20000-100000,Female,19,Russian,Single,Middle,Working class
2011,-4,Missing,20000-100000,Male,36,Russian,Divorced,Middle,Working class
2011,-4,Missing,"Under 5,000",Male,28,Russian,Married,Higher,Working class
2011,-4,Missing,"Under 5,000",Female,75,Russian,Married,Middle,Lower class
2011,-4,Missing,"Under 5,000",Female,44,Russian,Married,Higher,Lower middle class
2011,-4,Missing,"Under 5,000",Female,47,Russian,Divorced,Higher,Lower class
2011,-4,Missing,"Under 5,000",Female,72,Russian,Married,Middle,Working class
2011,-4,Missing,"Under 5,000",Female,68,Russian,Married,Middle,Working class
2011,-4,Missing,"Under 5,000",Male,27,Russian,Living together as married,Middle,Working class
2011,-4,Missing,"Under 5,000",Male,26,Russian,Divorced,Middle,Working class
2011,-4,Missing,"Under 5,000",Female,28,Russian,Married,Higher,Working class
2011,-4,Missing,"Under 5,000",Male,26,Russian,Married,Middle,Working class
2011,-4,Missing,"Under 5,000",Female,46,Russian,Divorced,Middle,Lower class
2011,-4,Missing,"Under 5,000",Male,23,Russian,Single,Middle,Working class
2011,-4,Missing,"Under 5,000",Male,27,Russian,Married,Middle,Upper middle class
2011,-4,Missing,"Under 5,000",Female,64,Russian,Married,Middle,Working class
2011,-4,Missing,"Under 5,000",Male,28,Russian,Married,Middle,Upper middle class
2011,-4,Missing,"Under 5,000",Male,45,Russian,Married,Middle,Working class
2011,-4,Missing,"Under 5,000",Female,46,Russian,Widowed,Higher,Lower middle class
2011,-4,Missing,"Under 5,000",Male,24,Russian,Single,Middle,Working class
2011,-4,Missing,"Under 5,000",Male,57,Russian,Married,Middle,Working class
2011,-4,Missing,"Under 5,000",Female,30,Russian,Married,Middle,Working class
2011,-4,Missing,"Under 5,000",Male,23,Russian,Living together as married,Middle,Working class
2011,-4,Missing,"Under 5,000",Female,50,Russian,Married,Higher,Lower middle class
2011,-4,Missing,"Under 5,000",Female,36,Russian,Living together as married,Middle,Working class
2011,-4,Missing,"Under 5,000",Male,40,Russian,Married,Middle,Lower middle class
2011,-4,Missing,"Under 5,000",Female,44,Russian,Living together as married,Middle,Upper middle class
2011,-4,Missing,"Under 5,000",Male,26,Russian,Single,Middle,Working class
2011,-4,Missing,"Under 5,000",Male,48,Russian,Married,Middle,Working class
2011,-4,Missing,"Under 5,000",Male,54,Russian,Married,Higher,Working class
2011,-4,Missing,"Under 5,000",Female,45,Russian,Married,Middle,Working class
2011,-4,Missing,"Under 5,000",Female,22,Russian,Married,Middle,Working class
2011,-4,Missing,500000 and more,Female,28,Russian,Married,Higher,Upper middle class
2011,-4,Missing,500000 and more,Female,45,Russian,Married,Higher,Working class
2011,-4,Missing,500000 and more,Female,57,Russian,Divorced,Higher,Lower middle class
2011,-4,Missing,500000 and more,Male,22,Russian,Single,Middle,Don´t know
2011,-4,Missing,500000 and more,Male,27,Russian,Married,Higher,Lower middle class
2011,-4,Missing,500000 and more,Male,62,Russian,Married,Higher,Lower class
2011,-4,Missing,500000 and more,Male,34,Russian,Married,Middle,Upper middle class
2011,-4,Missing,500000 and more,Female,26,Russian,Divorced,Higher,Upper middle class
2011,-4,Missing,500000 and more,Female,46,Russian,Divorced,Higher,Working class
2011,-4,Missing,500000 and more,Male,34,Russian,Married,Middle,Working class
2011,-4,Missing,500000 and more,Female,48,Russian,Divorced,Middle,Lower class
2011,-4,Missing,500000 and more,Male,67,Russian,Married,Middle,Lower class
2011,-4,Missing,500000 and more,Male,42,Russian,Married,Middle,Working class
2011,-4,Missing,500000 and more,Female,18,Russian,Living together as married,Middle,Working class
2011,-4,Missing,500000 and more,Female,32,Russian,Divorced,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,44,Russian,Widowed,Middle,Lower class
2011,-4,Missing,500000 and more,Male,29,Russian,Married,Higher,Lower class
2011,-4,Missing,100000-500000,Female,72,Russian,Married,Middle,Lower middle class
2011,-4,Missing,100000-500000,Male,72,Russian,Widowed,Middle,Working class
2011,-4,Missing,100000-500000,Female,57,Russian,Married,Higher,Lower middle class
2011,-4,Missing,100000-500000,Female,26,Russian,No answer,Middle,Lower class
2011,-4,Missing,100000-500000,Male,48,Russian,Living together as married,Higher,Upper middle class
2011,-4,Missing,100000-500000,Female,41,Russian,Widowed,Middle,Lower middle class
2011,-4,Missing,100000-500000,Female,71,Russian,Widowed,Middle,Lower class
2011,-4,Missing,100000-500000,Female,39,Russian,Divorced,Higher,Upper middle class
2011,-4,Missing,100000-500000,Female,42,Russian,Married,Middle,Lower middle class
2011,-4,Missing,100000-500000,Male,22,Russian,Separated,Middle,Upper middle class
2011,-4,Missing,100000-500000,Female,41,Russian,Divorced,Higher,Lower middle class
2011,-4,Missing,100000-500000,Female,50,Russian,Divorced,Higher,Upper middle class
2011,-4,Missing,100000-500000,Female,61,Russian,Widowed,Middle,Lower middle class
2011,-4,Missing,500000 and more,Male,54,Russian,Divorced,Higher,Working class
2011,-4,Missing,500000 and more,Male,29,Russian,Married,Higher,Upper middle class
2011,-4,Missing,500000 and more,Female,46,Russian,Divorced,Middle,Lower middle class
2011,-4,Missing,500000 and more,Male,24,Russian,Single,Higher,Upper middle class
2011,-4,Missing,500000 and more,Female,20,Russian,Married,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,45,Russian,Living together as married,Higher,Lower middle class
2011,-4,Missing,500000 and more,Female,45,Russian,Divorced,Higher,Lower middle class
2011,-4,Missing,500000 and more,Male,24,Russian,Single,Middle,Working class
2011,-4,Missing,500000 and more,Female,53,Russian,Divorced,Higher,Lower middle class
2011,-4,Missing,500000 and more,Male,24,Russian,Single,Higher,Working class
2011,-4,Missing,500000 and more,Male,22,Russian,Single,Higher,Lower middle class
2011,-4,Missing,5000-20000,Female,51,Russian,Married,Middle,Working class
2011,-4,Missing,5000-20000,Male,51,Russian,Married,Higher,Lower middle class
2011,-4,Missing,5000-20000,Male,40,Russian,Married,Middle,Lower middle class
2011,-4,Missing,5000-20000,Female,25,Russian,Living together as married,Higher,Lower middle class
2011,-4,Missing,5000-20000,Male,19,Russian,Single,Middle,Lower middle class
2011,-4,Missing,5000-20000,Male,59,Russian,Widowed,Middle,Lower middle class
2011,-4,Missing,5000-20000,Female,26,Russian,Single,Higher,Working class
2011,-4,Missing,5000-20000,Male,45,No answer,Married,Higher,No answer
2011,-4,Missing,5000-20000,Male,28,Russian,Living together as married,Higher,Don´t know
2011,-4,Missing,5000-20000,Male,43,Russian,Married,Middle,Upper middle class
2011,-4,Missing,5000-20000,Female,49,Russian,Divorced,Higher,Working class
2011,-4,Missing,5000-20000,Female,40,Russian,Married,Middle,Lower middle class
2011,-4,Missing,5000-20000,Female,70,Russian,Divorced,Middle,Lower middle class
2011,-4,Missing,5000-20000,Male,69,Russian,Widowed,Middle,Lower middle class
2011,-4,Missing,5000-20000,Female,35,Russian,Married,Middle,Upper middle class
2011,-4,Missing,5000-20000,Female,36,Russian,Divorced,Higher,Working class
2011,-4,Missing,"Under 5,000",Male,56,Russian,Living together as married,Middle,Working class
2011,-4,Missing,"Under 5,000",Male,71,Russian,Married,Middle,Don´t know
2011,-4,Missing,"Under 5,000",Female,64,Russian,Widowed,Middle,Don´t know
2011,-4,Missing,"Under 5,000",Male,57,Russian,Divorced,Middle,Working class
2011,-4,Missing,"Under 5,000",Male,49,Russian,Married,Middle,Working class
2011,-4,Missing,"Under 5,000",Female,56,Russian,Married,Higher,Lower middle class
2011,-4,Missing,"Under 5,000",Female,36,Russian,Married,Middle,Lower middle class
2011,-4,Missing,"Under 5,000",Male,28,Russian,Separated,Higher,Lower middle class
2011,-4,Missing,"Under 5,000",Female,19,Russian,Single,Middle,Working class
2011,-4,Missing,"Under 5,000",Male,18,Russian,Single,Middle,Don´t know
2011,-4,Missing,"Under 5,000",Female,44,Russian,Married,Middle,Working class
2011,-4,Missing,"Under 5,000",Female,24,Russian,Single,Middle,Working class
2011,-4,Missing,"Under 5,000",Female,52,Russian,Living together as married,Middle,Don´t know
2011,-4,Missing,20000-100000,Male,61,Russian,Separated,Higher,Lower middle class
2011,-4,Missing,20000-100000,Male,20,Russian,Single,Middle,Lower middle class
2011,-4,Missing,20000-100000,Female,60,Russian,Divorced,Higher,Working class
2011,-4,Missing,20000-100000,Female,46,Russian,Divorced,Higher,Working class
2011,-4,Missing,20000-100000,Female,39,Russian,Separated,Higher,Working class
2011,-4,Missing,20000-100000,Female,45,Russian,Widowed,Higher,Lower middle class
2011,-4,Missing,20000-100000,Male,21,Russian,Living together as married,Middle,Working class
2011,-4,Missing,20000-100000,Male,20,Russian,Living together as married,Middle,Working class
2011,-4,Missing,20000-100000,Female,22,Russian,Single,Middle,Working class
2011,-4,Missing,20000-100000,Female,46,Russian,Married,Higher,Lower middle class
2011,-4,Missing,20000-100000,Female,49,Russian,Single,Middle,Lower middle class
2011,-4,Missing,20000-100000,Male,22,Russian,Married,Higher,Upper middle class
2011,-4,Missing,20000-100000,Male,24,Russian,Married,Higher,Lower middle class
2011,-4,Missing,20000-100000,Male,25,Russian,Married,Higher,Upper middle class
2011,-4,Missing,20000-100000,Female,28,Russian,Married,Higher,Working class
2011,-4,Missing,20000-100000,Male,21,Russian,Single,Higher,Working class
2011,-4,Missing,20000-100000,Female,21,Russian,Married,Middle,Working class
2011,-4,Missing,500000 and more,Male,31,Russian,Single,Higher,Lower middle class
2011,-4,Missing,500000 and more,Male,60,Russian,Living together as married,Higher,Working class
2011,-4,Missing,500000 and more,Female,73,Russian,Divorced,Higher,SE:Inapplicable ; RU:Inappropriate response; BH: Missing; HT: Dropped out survey{Inappropriate}
2011,-4,Missing,500000 and more,Female,26,Russian,Married,Middle,Lower middle class
2011,-4,Missing,500000 and more,Male,79,Russian,Married,Middle,Working class
2011,-4,Missing,500000 and more,Female,81,Russian,Widowed,Lower,Working class
2011,-4,Missing,500000 and more,Male,47,Russian,Married,Middle,Working class
2011,-4,Missing,500000 and more,Male,23,Russian,Single,Higher,Lower middle class
2011,-4,Missing,500000 and more,Female,24,Russian,Single,Higher,Working class
2011,-4,Missing,500000 and more,Female,50,Russian,Single,Higher,Lower middle class
2011,-4,Missing,500000 and more,Female,26,Russian,Single,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,38,Russian,Divorced,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,35,Russian,Married,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,31,Russian,Married,Higher,No answer
2011,-4,Missing,500000 and more,Female,41,Russian,Married,Middle,Lower middle class
2011,-4,Missing,500000 and more,Male,23,Russian,Single,Middle,Working class
2011,-4,Missing,500000 and more,Male,51,Russian,Married,Middle,Upper middle class
2011,-4,Missing,500000 and more,Male,41,Russian,Married,Higher,Lower middle class
2011,-4,Missing,500000 and more,Female,50,Russian,Married,Middle,Lower middle class
2011,-4,Missing,500000 and more,Male,27,Russian,Living together as married,Higher,Lower middle class
2011,-4,Missing,500000 and more,Male,52,Russian,Married,Higher,Lower middle class
2011,-4,Missing,500000 and more,Female,56,Russian,Widowed,Middle,Lower class
2011,-4,Missing,500000 and more,Male,31,Russian,Married,Higher,Upper middle class
2011,-4,Missing,500000 and more,Female,46,Russian,Married,Higher,Upper middle class
2011,-4,Missing,500000 and more,Female,27,Russian,Married,Higher,Upper middle class
2011,-4,Missing,500000 and more,Female,48,Russian,Married,Higher,Upper middle class
2011,-4,Missing,500000 and more,Male,46,Russian,Married,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,43,Russian,Divorced,Middle,Lower middle class
2011,-4,Missing,500000 and more,Male,25,Russian,Single,Higher,Lower middle class
2011,-4,Missing,500000 and more,Female,47,Russian,Married,Higher,Lower middle class
2011,-4,Missing,500000 and more,Male,19,Russian,Single,Higher,Lower middle class
2011,-4,Missing,500000 and more,Female,58,Russian,Widowed,Middle,Upper middle class
2011,-4,Missing,500000 and more,Male,53,Other,Living together as married,Middle,Upper middle class
2011,-4,Missing,500000 and more,Female,43,Russian,Married,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,59,Russian,Married,Middle,Lower middle class
2011,-4,Missing,500000 and more,Male,33,Russian,Married,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,50,Russian,Married,Middle,Working class
2011,-4,Missing,500000 and more,Male,71,Russian,Married,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,38,Russian,Married,Middle,Working class
2011,-4,Missing,500000 and more,Male,46,Russian,Married,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,47,Russian,Married,Higher,Upper middle class
2011,-4,Missing,500000 and more,Male,31,Russian,Married,Higher,Lower middle class
2011,-4,Missing,500000 and more,Male,38,Russian,Married,Middle,Working class
2011,-4,Missing,500000 and more,Female,24,Russian,Single,Higher,Lower middle class
2011,-4,Missing,500000 and more,Male,69,Russian,Widowed,Middle,Lower class
2011,-4,Missing,500000 and more,Female,60,Russian,Widowed,Higher,Lower class
2011,-4,Missing,500000 and more,Male,41,Russian,Married,Higher,Lower middle class
2011,-4,Missing,500000 and more,Female,60,Russian,Divorced,Higher,Upper middle class
2011,-4,Missing,500000 and more,Female,51,Russian,Divorced,Middle,Working class
2011,-4,Missing,500000 and more,Male,47,Russian,Divorced,Middle,Working class
2011,-4,Missing,500000 and more,Female,67,Russian,Widowed,Higher,Working class
2011,-4,Missing,500000 and more,Female,42,Russian,Divorced,Middle,Working class
2011,-4,Missing,500000 and more,Male,43,Russian,Married,Middle,Working class
2011,-4,Missing,500000 and more,Female,18,Russian,Single,Middle,Upper class
2011,-4,Missing,500000 and more,Male,21,Russian,Single,Middle,Working class
2011,-4,Missing,500000 and more,Female,29,Russian,Single,Middle,Working class
2011,-4,Missing,500000 and more,Male,42,Russian,Married,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,59,Russian,Separated,Middle,Lower class
2011,-4,Missing,500000 and more,Male,62,Russian,Married,Middle,Working class
2011,-4,Missing,500000 and more,Male,27,Russian,Living together as married,Higher,Don´t know
2011,-4,Missing,500000 and more,Female,34,Russian,Married,Middle,Working class
2011,-4,Missing,500000 and more,Male,27,Russian,Married,Higher,Lower class
2011,-4,Missing,500000 and more,Female,22,Russian,Living together as married,Middle,Working class
2011,-4,Missing,500000 and more,Female,55,Russian,Divorced,Higher,Working class
2011,-4,Missing,500000 and more,Male,58,Russian,Married,Higher,Lower middle class
2011,-4,Missing,500000 and more,Male,44,Russian,Divorced,Middle,SE:Inapplicable ; RU:Inappropriate response; BH: Missing; HT: Dropped out survey{Inappropriate}
2011,-4,Missing,500000 and more,Female,48,Russian,Married,Higher,Upper middle class
2011,-4,Missing,500000 and more,Female,23,Russian,Married,Higher,SE:Inapplicable ; RU:Inappropriate response; BH: Missing; HT: Dropped out survey{Inappropriate}
2011,-4,Missing,500000 and more,Male,42,Russian,Married,Higher,Upper middle class
2011,-4,Missing,500000 and more,Male,22,Russian,Don´t know,Higher,Lower middle class
2011,-4,Missing,500000 and more,Female,46,Russian,Widowed,Higher,Lower middle class
2011,-4,Missing,500000 and more,Male,36,Russian,Married,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,50,Russian,No answer,Middle,Working class
2011,-4,Missing,500000 and more,Female,42,Russian,Single,Middle,Working class
2011,-4,Missing,500000 and more,Male,39,Russian,Married,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,74,Russian,Divorced,Middle,Lower middle class
2011,-4,Missing,500000 and more,Male,65,Russian,Married,Middle,Lower middle class
2011,-4,Missing,500000 and more,Male,30,Russian,Married,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,48,Russian,Divorced,Middle,Lower middle class
2011,-4,Missing,500000 and more,Male,29,Russian,Divorced,Middle,Lower middle class
2011,-4,Missing,500000 and more,Male,29,Russian,Married,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,53,Russian,Divorced,Higher,Upper middle class
2011,-4,Missing,500000 and more,Male,21,Russian,Single,Middle,Working class
2011,-4,Missing,500000 and more,Male,47,Russian,Married,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,49,Russian,Living together as married,Higher,Upper middle class
2011,-4,Missing,500000 and more,Female,58,Russian,Married,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,45,Russian,Married,Higher,Upper middle class
2011,-4,Missing,500000 and more,Female,74,Russian,Widowed,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,32,Russian,Living together as married,Higher,Working class
2011,-4,Missing,500000 and more,Male,20,Russian,Single,Middle,Working class
2011,-4,Missing,500000 and more,Female,48,Russian,Divorced,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,37,Russian,Married,Higher,Lower class
2011,-4,Missing,500000 and more,Female,40,Russian,Married,Middle,Lower middle class
2011,-4,Missing,500000 and more,Male,27,Russian,Single,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,36,Other,Divorced,Middle,Lower middle class
2011,-4,Missing,500000 and more,Male,40,Russian,Divorced,Middle,Upper middle class
2011,-4,Missing,500000 and more,Female,75,Russian,Married,Higher,Lower class
2011,-4,Missing,500000 and more,Female,60,Russian,Single,Middle,Lower class
2011,-4,Missing,500000 and more,Female,53,Russian,HT: Dropped out survey;SG: Missing; RU: Inappropriate response{Inappropriate},Middle,Lower middle class
2011,-4,Missing,500000 and more,Male,39,Russian,Divorced,Higher,Lower middle class
2011,-4,Missing,500000 and more,Male,56,Russian,Divorced,Middle,Working class
2011,-4,Missing,500000 and more,Female,52,Other,Divorced,Middle,Lower middle class
2011,-4,Missing,500000 and more,Male,32,Russian,Single,Higher,Lower middle class
2011,-4,Missing,500000 and more,Female,44,Russian,Widowed,Higher,Lower middle class
2011,-4,Missing,500000 and more,Male,55,Russian,Married,Middle,Lower middle class
2011,-4,Missing,500000 and more,Male,60,Russian,Married,Middle,Working class
2011,-4,Missing,500000 and more,Male,57,Russian,Single,Middle,Working class
2011,-4,Missing,500000 and more,Female,47,Russian,Widowed,Middle,Don´t know
2011,-4,Missing,500000 and more,Female,68,Russian,Single,Middle,Working class
2011,-4,Missing,500000 and more,Female,34,Russian,Living together as married,Middle,Working class
2011,-4,Missing,500000 and more,Male,31,Russian,Living together as married,Higher,No answer
2011,-4,Missing,500000 and more,Male,53,Russian,Married,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,35,Russian,Married,Middle,Lower middle class
2011,-4,Missing,500000 and more,Male,53,Russian,Divorced,Higher,Lower middle class
2011,-4,Missing,500000 and more,Male,31,Russian,Married,Higher,Lower middle class
2011,-4,Missing,500000 and more,Female,46,Russian,Married,Higher,Lower middle class
2011,-4,Missing,500000 and more,Female,50,Russian,Divorced,Higher,Lower middle class
2011,-4,Missing,500000 and more,Male,51,Russian,Married,Middle,Working class
2011,-4,Missing,500000 and more,Female,22,Russian,Single,Higher,Lower middle class
2011,-4,Missing,500000 and more,Female,19,Russian,Single,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,29,Russian,Married,Middle,Working class
2011,-4,Missing,500000 and more,Male,29,Russian,Married,Middle,Working class
2011,-4,Missing,500000 and more,Female,67,Russian,Divorced,Higher,Lower class
2011,-4,Missing,500000 and more,Male,29,Russian,Married,Middle,Working class
2011,-4,Missing,500000 and more,Male,57,Russian,Married,Middle,Working class
2011,-4,Missing,500000 and more,Female,48,Russian,Married,Higher,Lower middle class
2011,-4,Missing,500000 and more,Male,35,Russian,Single,Middle,Don´t know
2011,-4,Missing,500000 and more,Male,38,Russian,Married,Middle,Working class
2011,-4,Missing,500000 and more,Male,46,Russian,Divorced,Middle,Working class
2011,-4,Missing,500000 and more,Female,74,Russian,Widowed,Higher,Don´t know
2011,-4,Missing,500000 and more,Female,31,Russian,Married,Higher,Lower middle class
2011,-4,Missing,500000 and more,Female,37,Russian,Married,Higher,Lower middle class
2011,-4,Missing,500000 and more,Male,45,Russian,Married,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,35,Russian,Living together as married,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,58,Russian,Widowed,Higher,Lower middle class
2011,-4,Missing,500000 and more,Male,34,Russian,Living together as married,Middle,Lower middle class
2011,-4,Missing,500000 and more,Male,25,Russian,Married,Higher,Working class
2011,-4,Missing,500000 and more,Male,45,Russian,Divorced,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,21,Russian,Living together as married,Middle,Lower class
2011,-4,Missing,500000 and more,Female,61,Russian,Divorced,Middle,Lower middle class
2011,-4,Missing,500000 and more,Male,53,Russian,Married,Middle,Working class
2011,-4,Missing,500000 and more,Female,52,Russian,Married,Middle,Lower middle class
2011,-4,Missing,500000 and more,Male,21,Russian,Living together as married,Middle,Working class
2011,-4,Missing,500000 and more,Female,51,Russian,Divorced,Higher,Working class
2011,-4,Missing,500000 and more,Female,43,Russian,Widowed,Middle,Lower class
2011,-4,Missing,500000 and more,Male,64,Russian,Married,Middle,Lower class
2011,-4,Missing,500000 and more,Male,30,Russian,Married,Higher,Lower middle class
2011,-4,Missing,500000 and more,Female,47,Russian,Married,Middle,Lower class
2011,-4,Missing,500000 and more,Female,30,Russian,Divorced,Higher,Lower middle class
2011,-4,Missing,500000 and more,Male,19,Russian,Single,Middle,Lower middle class
2011,-4,Missing,500000 and more,Male,23,Russian,Single,Higher,Lower middle class
2011,-4,Missing,500000 and more,Female,32,Russian,Married,Higher,Don´t know
2011,-4,Missing,500000 and more,Male,26,Russian,Single,Higher,Working class
2011,-4,Missing,500000 and more,Male,34,Russian,Married,Middle,Lower class
2011,-4,Missing,500000 and more,Female,52,Russian,Married,Middle,Lower class
2011,-4,Missing,500000 and more,Female,44,Russian,Divorced,Middle,Working class
2011,-4,Missing,500000 and more,Male,40,Russian,Married,Higher,Lower middle class
2011,-4,Missing,500000 and more,Female,31,Russian,Married,Higher,Lower middle class
2011,-4,Missing,500000 and more,Male,61,Russian,Divorced,Higher,Lower middle class
2011,-4,Missing,500000 and more,Female,55,Russian,Married,Higher,Lower middle class
2011,-4,Missing,500000 and more,Male,51,Russian,Married,Higher,Lower middle class
2011,-4,Missing,500000 and more,Female,22,Russian,Single,Higher,Lower middle class
2011,-4,Missing,500000 and more,Male,36,Russian,Married,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,31,Russian,Divorced,Higher,Lower middle class
2011,-4,Missing,500000 and more,Female,53,Russian,Divorced,Middle,Working class
2011,-4,Missing,500000 and more,Female,55,Russian,Married,Middle,Don´t know
2011,-4,Missing,500000 and more,Male,27,Russian,Living together as married,Middle,Lower middle class
2011,-4,Missing,500000 and more,Male,37,Russian,Married,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,56,Russian,Living together as married,Middle,Working class
2011,-4,Missing,500000 and more,Female,49,Russian,Divorced,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,36,Russian,Divorced,Middle,Lower middle class
2011,-4,Missing,500000 and more,Male,36,Russian,Divorced,Middle,Working class
2011,-4,Missing,500000 and more,Female,42,Russian,Married,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,55,Russian,Widowed,Middle,Working class
2011,-4,Missing,500000 and more,Male,42,Russian,Single,Middle,Working class
2011,-4,Missing,500000 and more,Male,38,Russian,Single,Middle,Working class
2011,-4,Missing,500000 and more,Female,20,Russian,Single,Middle,Lower middle class
2011,-4,Missing,500000 and more,Male,27,Russian,Single,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,29,Russian,Married,Middle,Lower middle class
2011,-4,Missing,500000 and more,Male,28,Russian,Married,Middle,Upper middle class
2011,-4,Missing,500000 and more,Female,44,Russian,Married,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,46,Russian,Divorced,Higher,Upper middle class
2011,-4,Missing,500000 and more,Female,50,Russian,Divorced,Middle,Lower middle class
2011,-4,Missing,500000 and more,Male,24,Russian,Single,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,49,Russian,Married,Middle,Lower class
2011,-4,Missing,500000 and more,Female,32,Russian,Married,Higher,Lower middle class
2011,-4,Missing,500000 and more,Male,51,Russian,Married,Middle,Lower middle class
2011,-4,Missing,500000 and more,Male,52,Russian,Married,Middle,Lower class
2011,-4,Missing,500000 and more,Female,51,Russian,Separated,Middle,Lower class
2011,-4,Missing,500000 and more,Male,59,Russian,Married,Middle,Lower class
2011,-4,Missing,500000 and more,Male,48,Russian,Widowed,Middle,Lower middle class
2011,-4,Missing,500000 and more,Female,43,Russian,Widowed,Middle,Lower class
2011,-4,Missing,500000 and more,Female,41,Russian,Living together as married,Middle,Lower class
2011,-4,Missing,500000 and more,Female,28,Russian,Married,Middle,Working class
2011,-4,Missing,500000 and more,Female,34,Russian,Married,Middle,Working class
2011,-4,Missing,500000 and more,Male,40,Russian,Living together as married,Middle,Lower class
2011,-4,Missing,500000 and more,Female,75,Russian,Married,Middle,Lower class
2011,-4,Missing,500000 and more,Male,31,Russian,Single,Middle,Working class
2011,-4,Missing,500000 and more,Female,44,Russian,Divorced,Middle,Lower class
2011,-4,Missing,500000 and more,Female,37,Russian,Married,Middle,Working class
2011,-4,Missing,500000 and more,Male,33,Russian,Living together as married,Middle,Lower class
2011,-4,Missing,500000 and more,Male,18,Russian,Single,Middle,Lower class
