V260: Year survey,B_COUNTRY_ALPHA: Country code ISO 3166 alpha,N_REGION_ISO: Region ISO,V255CS: Size of town (country specific),V235: Sex,V237R: Age recoded (6 intervals),V222: Language at home,V55: Marital status,V238R: Highest educational level: Respondent (recoded into 3 groups),V253R: Income level (Recoded),Counts
2006,-4,Missing,RU: 1mln. and more,Male,25-34,Tatar,Single/Never married,Higher,High,1
2006,-4,Missing,RU: 1mln. and more,Male,35-44,Other Caucassian,Married,Middle,High,1
2006,-4,Missing,RU: 1mln. and more,Male,35-44,Russian,Divorced,Higher,High,1
2006,-4,Missing,RU: 1mln. and more,Male,35-44,Russian,Living together as married,Higher,High,1
2006,-4,Missing,RU: 1mln. and more,Male,35-44,Russian,Living together as married,Higher,No answer,1
2006,-4,Missing,RU: 1mln. and more,Male,35-44,Russian,Living together as married,Middle,High,2
2006,-4,Missing,RU: 1mln. and more,Male,35-44,Russian,Married,Higher,High,4
2006,-4,Missing,RU: 1mln. and more,Male,35-44,Russian,Married,Higher,Medium,2
2006,-4,Missing,RU: 1mln. and more,Male,35-44,Russian,Married,Higher,No answer,2
2006,-4,Missing,RU: 1mln. and more,Male,35-44,Russian,Married,Middle,Don´t know,2
2006,-4,Missing,RU: 1mln. and more,Male,35-44,Russian,Married,Middle,High,13
2006,-4,Missing,RU: 1mln. and more,Male,35-44,Russian,Married,Middle,Medium,3
2006,-4,Missing,RU: 1mln. and more,Male,35-44,Russian,Married,Middle,No answer,2
2006,-4,Missing,RU: 1mln. and more,Male,35-44,Russian,Single/Never married,Middle,High,1
2006,-4,Missing,RU: 1mln. and more,Male,35-44,Russian,Single/Never married,Middle,No answer,1
2006,-4,Missing,RU: 1mln. and more,Male,45-54,Russian,Divorced,Middle,Medium,1
2006,-4,Missing,RU: 1mln. and more,Male,45-54,Russian,Married,Higher,Don´t know,1
2006,-4,Missing,RU: 1mln. and more,Male,45-54,Russian,Married,Higher,High,8
2006,-4,Missing,RU: 1mln. and more,Male,45-54,Russian,Married,Higher,Medium,2
2006,-4,Missing,RU: 1mln. and more,Male,45-54,Russian,Married,Higher,No answer,2
2006,-4,Missing,RU: 1mln. and more,Male,45-54,Russian,Married,Middle,High,8
2006,-4,Missing,RU: 1mln. and more,Male,45-54,Russian,Married,Middle,Low,2
2006,-4,Missing,RU: 1mln. and more,Male,45-54,Russian,Married,Middle,Medium,5
2006,-4,Missing,RU: 1mln. and more,Male,45-54,Russian,Married,Middle,No answer,4
2006,-4,Missing,RU: 1mln. and more,Male,45-54,Russian,Single/Never married,Middle,Low,1
2006,-4,Missing,RU: 1mln. and more,Male,45-54,Russian,Single/Never married,Middle,Medium,1
2006,-4,Missing,RU: 1mln. and more,Male,45-54,Tatar,Married,Middle,Medium,1
2006,-4,Missing,RU: 1mln. and more,Male,55-64,Belarusian,Married,Middle,Medium,1
2006,-4,Missing,RU: 1mln. and more,Male,55-64,Russian,Divorced,Middle,Don´t know,1
2006,-4,Missing,RU: 1mln. and more,Male,55-64,Russian,Divorced,Middle,Medium,1
2006,-4,Missing,RU: 1mln. and more,Male,55-64,Russian,Married,Higher,High,6
2006,-4,Missing,RU: 1mln. and more,Male,55-64,Russian,Married,Higher,Low,1
2006,-4,Missing,RU: 1mln. and more,Male,55-64,Russian,Married,Higher,Medium,1
2006,-4,Missing,RU: 1mln. and more,Male,55-64,Russian,Married,Middle,Don´t know,4
2006,-4,Missing,RU: 1mln. and more,Male,55-64,Russian,Married,Middle,High,3
2006,-4,Missing,RU: 1mln. and more,Male,55-64,Russian,Married,Middle,Low,3
2006,-4,Missing,RU: 1mln. and more,Male,55-64,Russian,Married,Middle,Medium,1
2006,-4,Missing,RU: 1mln. and more,Male,55-64,Russian,Married,Middle,No answer,1
2006,-4,Missing,RU: 1mln. and more,Male,55-64,Russian,No answer,Higher,High,1
2006,-4,Missing,RU: 1mln. and more,Male,"65 and more years""",Russian,Married,Higher,High,3
2006,-4,Missing,RU: 1mln. and more,Male,"65 and more years""",Russian,Married,Middle,High,2
2006,-4,Missing,RU: 1mln. and more,Male,"65 and more years""",Russian,Married,Middle,Low,1
2006,-4,Missing,RU: 1mln. and more,Male,"65 and more years""",Russian,Married,Middle,Medium,6
2006,-4,Missing,RU: 1mln. and more,Male,"65 and more years""",Russian,Single/Never married,Higher,Low,1
2006,-4,Missing,RU: 1mln. and more,Male,"65 and more years""",Russian,Widowed,Middle,Don´t know,1
2006,-4,Missing,RU: 1mln. and more,Male,"65 and more years""",Russian,Widowed,Middle,Low,1
2006,-4,Missing,RU: 1mln. and more,Male,"65 and more years""",Russian,Widowed,Middle,Medium,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,15-24,Russian,Living together as married,Middle,High,2
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,15-24,Russian,Living together as married,Middle,Low,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,15-24,Russian,Married,Higher,High,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,15-24,Russian,Married,Higher,Medium,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,15-24,Russian,Married,Middle,Don´t know,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,15-24,Russian,Married,Middle,High,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,15-24,Russian,Married,Middle,Medium,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,15-24,Russian,Single/Never married,Higher,Don´t know,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,15-24,Russian,Single/Never married,Higher,Low,2
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,15-24,Russian,Single/Never married,Higher,Medium,2
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,15-24,Russian,Single/Never married,Higher,No answer,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,15-24,Russian,Single/Never married,Middle,Don´t know,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,15-24,Russian,Single/Never married,Middle,Medium,2
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,15-24,Russian,Single/Never married,Middle,No answer,2
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,15-24,Russian,Widowed,Middle,Medium,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,25-34,Russian,Divorced,Middle,Medium,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,25-34,Russian,Living together as married,Higher,High,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,25-34,Russian,Living together as married,Higher,Medium,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,25-34,Russian,Living together as married,Middle,Don´t know,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,25-34,Russian,Living together as married,Middle,Medium,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,25-34,Russian,Married,Higher,No answer,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,25-34,Russian,Married,Middle,Don´t know,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,25-34,Russian,Married,Middle,High,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,25-34,Russian,Married,Middle,Low,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,25-34,Russian,Married,Middle,Medium,3
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,25-34,Russian,Single/Never married,Higher,Medium,4
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,25-34,Russian,Single/Never married,Higher,Other missing,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,25-34,Russian,Single/Never married,Middle,Medium,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,25-34,Tatar,Married,Middle,Medium,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,35-44,Russian,Divorced,Higher,High,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,35-44,Russian,Divorced,Middle,Medium,3
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,35-44,Russian,Married,Higher,Don´t know,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,35-44,Russian,Married,Higher,High,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,35-44,Russian,Married,Higher,Medium,5
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,35-44,Russian,Married,Middle,Low,2
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,35-44,Russian,Married,Middle,Medium,5
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,35-44,Russian,Widowed,Middle,Medium,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,45-54,Russian,Divorced,Middle,Don´t know,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,45-54,Russian,Divorced,Middle,No answer,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,45-54,Russian,Divorced,Other missing,Low,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,45-54,Russian,Living together as married,Middle,Low,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,45-54,Russian,Married,Higher,High,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,45-54,Russian,Married,Higher,Medium,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,45-54,Russian,Married,Higher,No answer,3
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,45-54,Russian,Married,Middle,High,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,45-54,Russian,Married,Middle,Medium,4
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,45-54,Russian,Married,Middle,No answer,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,45-54,Russian,Single/Never married,Higher,Don´t know,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,45-54,Russian,Single/Never married,Middle,No answer,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,45-54,Russian,Widowed,Higher,Medium,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,45-54,Russian,Widowed,Middle,Low,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,45-54,Russian,Widowed,Middle,Medium,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,55-64,Other,Single/Never married,Higher,Low,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,55-64,Russian,Divorced,Middle,Low,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,55-64,Russian,Divorced,Middle,Medium,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,55-64,Russian,Married,Higher,No answer,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,55-64,Russian,Married,Lower,Medium,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,55-64,Russian,Married,Middle,Don´t know,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,55-64,Russian,Married,Middle,High,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,55-64,Russian,Married,Middle,Medium,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,55-64,Russian,Separated,Middle,Low,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,55-64,Russian,Widowed,Higher,Medium,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,55-64,Russian,Widowed,Middle,Low,3
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,55-64,Russian,Widowed,Middle,Medium,4
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,"65 and more years""",Other,No answer,No answer,No answer,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,"65 and more years""",Russian,Married,Higher,High,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,"65 and more years""",Russian,Married,Higher,Medium,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,"65 and more years""",Russian,Married,Lower,Don´t know,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,"65 and more years""",Russian,Married,Middle,Medium,4
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,"65 and more years""",Russian,Separated,Lower,Low,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,"65 and more years""",Russian,Single/Never married,Higher,Low,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,"65 and more years""",Russian,Widowed,Higher,Low,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,"65 and more years""",Russian,Widowed,Higher,Medium,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,"65 and more years""",Russian,Widowed,Middle,Don´t know,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,"65 and more years""",Russian,Widowed,Middle,High,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,"65 and more years""",Russian,Widowed,Middle,Low,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,"65 and more years""",Russian,Widowed,Middle,Medium,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,"65 and more years""",Russian,Widowed,Middle,No answer,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Female,"65 and more years""",Tatar,Widowed,Lower,Low,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,15-24,Don´t know,Single/Never married,Middle,Medium,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,15-24,Other,Single/Never married,Higher,High,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,15-24,Russian,Living together as married,Higher,High,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,15-24,Russian,Married,Middle,Medium,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,15-24,Russian,Married,Middle,No answer,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,15-24,Russian,No answer,Middle,Medium,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,15-24,Russian,Single/Never married,Higher,Don´t know,2
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,15-24,Russian,Single/Never married,Higher,High,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,15-24,Russian,Single/Never married,Higher,Medium,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,15-24,Russian,Single/Never married,Higher,No answer,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,15-24,Russian,Single/Never married,Lower,No answer,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,15-24,Russian,Single/Never married,Middle,Don´t know,7
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,15-24,Russian,Single/Never married,Middle,High,4
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,15-24,Russian,Single/Never married,Middle,Medium,3
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,15-24,Tatar,Single/Never married,Middle,Medium,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,25-34,Don´t know,Married,Middle,Medium,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,25-34,Russian,Divorced,Higher,High,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,25-34,Russian,Married,Higher,High,2
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,25-34,Russian,Married,Higher,Medium,4
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,25-34,Russian,Married,Middle,Don´t know,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,25-34,Russian,Married,Middle,High,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,25-34,Russian,Married,Middle,Medium,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,25-34,Russian,Single/Never married,Higher,Medium,3
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,25-34,Russian,Single/Never married,Middle,Medium,2
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,35-44,Russian,Married,Higher,High,2
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,35-44,Russian,Married,Higher,Medium,2
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,35-44,Russian,Married,Higher,No answer,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,35-44,Russian,Married,Middle,Don´t know,2
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,35-44,Russian,Married,Middle,High,2
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,35-44,Russian,Married,Middle,Medium,4
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,35-44,Russian,Married,Middle,No answer,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,35-44,Russian,Married,No answer,No answer,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,35-44,Russian,No answer,Middle,High,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,35-44,Tatar,Divorced,Middle,Medium,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,45-54,Russian,Divorced,Middle,Don´t know,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,45-54,Russian,Married,Higher,High,2
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,45-54,Russian,Married,Higher,Medium,2
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,45-54,Russian,Married,Middle,Don´t know,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,45-54,Russian,Married,Middle,High,2
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,45-54,Russian,Married,Middle,Medium,5
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,45-54,Russian,Widowed,Higher,High,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,45-54,Russian,Widowed,Middle,Medium,2
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,45-54,Tatar,Divorced,Middle,No answer,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,45-54,Tatar,Separated,Middle,Low,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,55-64,Russian,Divorced,Higher,Low,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,55-64,Russian,Divorced,Middle,Medium,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,55-64,Russian,Married,Higher,High,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,55-64,Russian,Married,Higher,Medium,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,55-64,Russian,Married,Lower,Medium,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,55-64,Russian,Married,Middle,High,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,55-64,Russian,Married,Middle,Low,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,55-64,Russian,Married,Middle,Medium,6
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,"65 and more years""",Other,Living together as married,Higher,Medium,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,"65 and more years""",Russian,Married,Higher,High,2
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,"65 and more years""",Russian,Married,Higher,Medium,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,"65 and more years""",Russian,Widowed,Higher,Don´t know,1
2006,-4,Missing,"RU: 250-499,9 Tsd.",Male,"65 and more years""",Russian,Widowed,Middle,Low,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,15-24,Russian,Divorced,Middle,Low,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,15-24,Russian,Living together as married,Higher,High,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,15-24,Russian,Living together as married,Higher,Medium,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,15-24,Russian,Married,Middle,Don´t know,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,15-24,Russian,Single/Never married,Higher,Don´t know,2
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,15-24,Russian,Single/Never married,Higher,High,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,15-24,Russian,Single/Never married,Middle,Medium,2
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,25-34,Russian,Divorced,Middle,Medium,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,25-34,Russian,Living together as married,Middle,Medium,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,25-34,Russian,Married,Higher,Don´t know,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,25-34,Russian,Married,Higher,High,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,25-34,Russian,Married,Higher,Low,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,25-34,Russian,Married,Middle,Don´t know,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,25-34,Russian,Married,Middle,High,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,25-34,Russian,Married,Middle,Medium,4
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,25-34,Russian,Single/Never married,Higher,Medium,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,35-44,Russian,Divorced,Middle,Medium,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,35-44,Russian,Married,Higher,High,2
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,35-44,Russian,Married,Higher,Medium,2
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,35-44,Russian,Married,Middle,Don´t know,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,35-44,Russian,Married,Middle,High,2
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,35-44,Russian,Married,Middle,Medium,3
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,35-44,Russian,Single/Never married,Middle,Medium,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,45-54,Armenian; Hayeren,Married,Middle,Medium,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,45-54,Don´t know,Married,Don´t know,No answer,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,45-54,Russian,Divorced,Middle,High,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,45-54,Russian,Divorced,Middle,Medium,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,45-54,Russian,Married,Higher,Medium,2
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,45-54,Russian,Married,Middle,High,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,45-54,Russian,Married,Middle,Low,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,45-54,Russian,Married,Middle,Medium,2
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,45-54,Russian,Single/Never married,Lower,Low,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,45-54,Russian,Widowed,Middle,Medium,2
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,55-64,Russian,Divorced,Middle,Medium,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,55-64,Russian,Married,Middle,Low,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,55-64,Russian,Widowed,Higher,High,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,55-64,Russian,Widowed,Lower,Low,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,55-64,Russian,Widowed,Middle,Low,3
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,"65 and more years""",Russian,Married,Don´t know,Medium,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,"65 and more years""",Russian,Married,Middle,Low,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,"65 and more years""",Russian,Married,Middle,Medium,2
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,"65 and more years""",Russian,Widowed,Lower,Low,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,"65 and more years""",Russian,Widowed,Lower,Medium,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,"65 and more years""",Russian,Widowed,Middle,Low,4
2006,-4,Missing,"RU: 50-99,9 Tsd.",Female,"65 and more years""",Tatar,Widowed,Lower,Low,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,15-24,Russian,Married,Middle,High,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,15-24,Russian,Single/Never married,Higher,Don´t know,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,15-24,Russian,Single/Never married,Higher,High,2
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,15-24,Russian,Single/Never married,Lower,High,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,15-24,Russian,Single/Never married,Lower,Low,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,15-24,Russian,Single/Never married,Middle,Don´t know,2
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,15-24,Russian,Single/Never married,Middle,High,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,15-24,Russian,Single/Never married,Middle,Medium,3
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,15-24,Tatar,Single/Never married,Middle,Medium,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,25-34,Russian,Living together as married,Middle,Medium,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,25-34,Russian,Living together as married,Middle,No answer,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,25-34,Russian,Married,Higher,High,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,25-34,Russian,Married,Middle,High,3
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,25-34,Russian,Married,Middle,Medium,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,25-34,Russian,Single/Never married,Higher,Medium,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,35-44,Other,Married,Middle,Low,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,35-44,Russian,Living together as married,Middle,Medium,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,35-44,Russian,Living together as married,Middle,No answer,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,35-44,Russian,Married,Higher,High,2
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,35-44,Russian,Married,Middle,High,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,35-44,Russian,Married,Middle,Medium,5
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,45-54,Russian,Divorced,Middle,High,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,45-54,Russian,Divorced,Middle,Low,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,45-54,Russian,Living together as married,Higher,Medium,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,45-54,Russian,Married,Higher,High,2
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,45-54,Russian,Married,Higher,Medium,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,45-54,Russian,Married,Middle,Low,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,45-54,Russian,Married,Middle,Medium,3
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,45-54,Russian,Married,Middle,No answer,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,55-64,Russian,Married,Higher,Don´t know,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,55-64,Russian,Married,Lower,Medium,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,55-64,Russian,Married,Middle,Don´t know,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,55-64,Russian,Married,Middle,Low,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,55-64,Russian,Married,Middle,Medium,2
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,55-64,Russian,Married,Middle,No answer,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,55-64,Russian,Single/Never married,Higher,Low,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,"65 and more years""",Other,Married,Lower,Low,1
2006,-4,Missing,"RU: 50-99,9 Tsd.",Male,"65 and more years""",Russian,Married,Middle,Medium,2
2006,-4,Missing,"RU: 500-999,9 Tsd.",Female,15-24,Russian,Living together as married,Higher,High,1
2006,-4,Missing,"RU: 500-999,9 Tsd.",Female,15-24,Russian,Living together as married,Middle,Medium,1
