V262: Year survey,B_COUNTRY_ALPHA: Country code ISO 3166 alpha,V256: Region where the interview was conducted,V253_CS: Size of town (country specific),V240: Sex,V242: Age,V247: Language at home,V57: Marital status,V248R: Highest educational level: Respondent (recoded into 3 groups),V238: Social class (subjective),Counts
2010,-4,JP: Kinki region,"JP:Cities with populations from 100,000 to under 200,000",Male,60,Japanese,Married,Middle,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations from 100,000 to under 200,000",Male,61,Japanese,Married,Don´t know,Don´t know,1
2010,-4,JP: Kinki region,"JP:Cities with populations from 100,000 to under 200,000",Male,62,Japanese,Divorced,Higher,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations from 100,000 to under 200,000",Male,63,Japanese,Separated,Lower,Lower class,1
2010,-4,JP: Kinki region,"JP:Cities with populations from 100,000 to under 200,000",Male,72,Japanese,Married,Higher,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations from 100,000 to under 200,000",Male,73,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Female,22,Japanese,Single,Middle,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Female,26,Japanese,Single,Higher,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Female,29,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Female,32,Japanese,Single,Higher,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Female,38,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Female,38,Japanese,Married,Middle,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Female,39,Japanese,Married,Middle,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Female,41,Japanese,Married,Middle,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Female,42,Japanese,Married,Middle,Lower class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Female,43,Japanese,Married,Higher,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Female,44,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Female,44,Japanese,Single,Middle,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Female,46,Japanese,Married,Middle,Don´t know,2
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Female,50,Japanese,Divorced,Middle,Lower class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Female,57,Japanese,Widowed,Middle,Don´t know,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Female,59,Japanese,Married,Middle,Lower middle class,2
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Female,61,Japanese,Divorced,Middle,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Female,61,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Female,62,Japanese,Married,Middle,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Female,64,Japanese,Married,Middle,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Female,67,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Female,68,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Female,70,Japanese,Married,Lower,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Female,73,Japanese,Married,Middle,Upper middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Female,74,Japanese,Married,Middle,Upper middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Female,74,Japanese,Widowed,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Female,76,Japanese,Widowed,Middle,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Female,79,Japanese,Married,Lower,Don´t know,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Male,20,Japanese,Single,Higher,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Male,21,Japanese,Single,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Male,23,Japanese,Single,Higher,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Male,24,Japanese,Single,Higher,Don´t know,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Male,28,Japanese,Single,Middle,Upper middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Male,30,Japanese,Single,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Male,38,Japanese,Married,Higher,Upper middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Male,39,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Male,41,Japanese,Married,Higher,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Male,41,Japanese,Married,Middle,Upper middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Male,44,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Male,45,Japanese,Married,Higher,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Male,45,Japanese,Married,Higher,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Male,47,Japanese,Married,Higher,Upper middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Male,48,Japanese,Single,Higher,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Male,50,Japanese,Married,Higher,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Male,51,Japanese,Married,Higher,Lower class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Male,52,Japanese,Married,Higher,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Male,52,Japanese,Married,Higher,Upper middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Male,58,Japanese,Married,Middle,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Male,59,Japanese,Married,Higher,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Male,61,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Male,63,Japanese,Married,Lower,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Male,64,Japanese,Married,Higher,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Male,64,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Male,66,Japanese,Married,Lower,Lower class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Male,66,Japanese,Married,Middle,Upper middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Male,67,Japanese,Married,Higher,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Male,67,Japanese,Married,Lower,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Male,68,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Male,69,Japanese,Married,Higher,Lower middle class,2
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Male,70,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Male,70,Japanese,Single,Higher,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Male,71,Japanese,Divorced,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations less than 100,000",Male,74,Japanese,Married,Middle,Upper middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,19,Japanese,Single,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,20,Japanese,Single,Higher,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,22,Japanese,Single,Middle,Upper middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,24,Japanese,Divorced,Middle,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,24,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,24,Japanese,Single,Higher,Upper middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,26,Japanese,Single,Higher,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,28,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,28,Japanese,Single,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,29,Japanese,Married,Higher,Upper middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,31,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,32,Japanese,Married,Middle,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,33,Japanese,Married,Higher,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,35,Japanese,Married,Higher,Upper middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,35,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,36,Japanese,Married,Lower,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,36,Japanese,Single,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,38,Japanese,Single,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,39,Japanese,Single,Middle,Upper middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,40,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,40,Japanese,Married,Middle,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,41,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,43,Japanese,Married,Middle,Upper middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,43,Japanese,Married,Middle,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,45,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,46,Japanese,Married,Higher,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,46,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,47,Japanese,Divorced,Higher,Lower class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,47,Japanese,Married,Middle,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,49,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,53,Japanese,Married,Higher,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,54,Japanese,Married,Middle,Upper middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,55,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,57,Japanese,Divorced,Middle,Lower class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,57,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,58,Japanese,Married,Don´t know,Lower class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,60,Japanese,Single,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,62,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,62,Japanese,Married,Middle,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,64,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,64,Japanese,Married,Middle,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,66,Japanese,Married,Middle,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,68,Japanese,Married,Higher,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,70,Japanese,Widowed,Middle,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,72,Japanese,Married,Middle,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,73,Japanese,Married,Middle,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,74,Japanese,Married,Middle,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,76,Japanese,Widowed,Don´t know,Upper middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Female,77,Japanese,Married,Lower,Lower class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,24,Japanese,Single,Higher,Upper middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,24,Japanese,Single,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,25,Japanese,Single,Middle,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,30,Japanese,Married,Middle,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,33,Japanese,Single,Higher,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,34,Japanese,Married,Higher,Upper middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,38,Japanese,Married,Higher,Lower middle class,2
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,40,Japanese,Married,Higher,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,41,Japanese,Married,Middle,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,43,Japanese,Single,Middle,Lower class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,46,Japanese,Living together as married,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,46,Japanese,Married,Higher,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,51,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,54,Japanese,Married,Higher,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,55,Japanese,Married,Lower,Lower class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,57,Japanese,Married,Middle,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,59,Japanese,Married,Higher,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,59,Japanese,Married,Higher,Upper middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,59,Japanese,Married,Middle,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,60,Japanese,Divorced,Higher,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,60,Japanese,Divorced,Lower,Don´t know,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,60,Japanese,Married,Higher,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,62,Japanese,Divorced,Middle,Lower class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,62,Japanese,Divorced,Middle,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,62,Japanese,Married,Higher,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,67,Japanese,Married,Higher,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,68,Japanese,Married,Lower,Don´t know,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,68,Japanese,Married,Middle,Upper middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,69,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,70,Japanese,Widowed,Middle,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,71,Japanese,Married,Higher,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,71,Japanese,No answer,Middle,Don´t know,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,72,Japanese,Married,Middle,Don´t know,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,74,Japanese,Married,Higher,Upper middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,74,Japanese,Married,Middle,Don´t know,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,75,Japanese,Married,Middle,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,76,Japanese,Married,Higher,Upper middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,77,Japanese,Married,Lower,Lower middle class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,79,Japanese,Married,Higher,Working class,1
2010,-4,JP: Kinki region,"JP:Cities with populations of 200,000 or more",Male,79,Japanese,Married,Lower,Lower middle class,1
2010,-4,JP: Kita-Kanto region,JP: Rural districts,Female,28,Japanese,Single,Higher,Upper middle class,1
2010,-4,JP: Kita-Kanto region,JP: Rural districts,Female,32,Japanese,Married,Middle,Working class,1
2010,-4,JP: Kita-Kanto region,JP: Rural districts,Female,36,Japanese,Married,Don´t know,Lower middle class,1
2010,-4,JP: Kita-Kanto region,JP: Rural districts,Female,36,Japanese,Married,Middle,Lower class,1
2010,-4,JP: Kita-Kanto region,JP: Rural districts,Female,36,Japanese,Single,Middle,Lower middle class,1
2010,-4,JP: Kita-Kanto region,JP: Rural districts,Female,38,Japanese,Married,Middle,Lower middle class,2
2010,-4,JP: Kita-Kanto region,JP: Rural districts,Female,39,Japanese,Married,Middle,Don´t know,1
2010,-4,JP: Kita-Kanto region,JP: Rural districts,Female,41,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kita-Kanto region,JP: Rural districts,Female,43,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kita-Kanto region,JP: Rural districts,Female,43,Japanese,Widowed,Middle,Upper middle class,1
2010,-4,JP: Kita-Kanto region,JP: Rural districts,Female,51,Japanese,Married,Don´t know,Don´t know,1
2010,-4,JP: Kita-Kanto region,JP: Rural districts,Female,53,Japanese,Married,Middle,Upper middle class,1
2010,-4,JP: Kita-Kanto region,JP: Rural districts,Female,60,Japanese,Married,Lower,Working class,1
2010,-4,JP: Kita-Kanto region,JP: Rural districts,Female,61,Japanese,Married,Middle,Lower class,2
2010,-4,JP: Kita-Kanto region,JP: Rural districts,Female,62,Japanese,Married,Middle,Don´t know,1
2010,-4,JP: Kita-Kanto region,JP: Rural districts,Female,62,Japanese,Married,Middle,Working class,1
2010,-4,JP: Kita-Kanto region,JP: Rural districts,Female,69,Japanese,Married,Lower,Lower middle class,1
2010,-4,JP: Kita-Kanto region,JP: Rural districts,Female,78,Japanese,Married,Lower,Lower middle class,1
2010,-4,JP: Kita-Kanto region,JP: Rural districts,Male,30,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kita-Kanto region,JP: Rural districts,Male,31,Japanese,Married,Higher,Working class,2
2010,-4,JP: Kita-Kanto region,JP: Rural districts,Male,33,Japanese,Single,Higher,Working class,1
2010,-4,JP: Kita-Kanto region,JP: Rural districts,Male,40,Japanese,Married,Middle,Lower class,1
2010,-4,JP: Kita-Kanto region,JP: Rural districts,Male,47,Japanese,Married,Middle,Lower middle class,2
2010,-4,JP: Kita-Kanto region,JP: Rural districts,Male,49,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kita-Kanto region,JP: Rural districts,Male,51,Japanese,Living together as married,Middle,Lower middle class,1
2010,-4,JP: Kita-Kanto region,JP: Rural districts,Male,51,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kita-Kanto region,JP: Rural districts,Male,52,Japanese,Married,Higher,Working class,1
2010,-4,JP: Kita-Kanto region,JP: Rural districts,Male,52,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kita-Kanto region,JP: Rural districts,Male,58,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kita-Kanto region,JP: Rural districts,Male,62,Japanese,Married,Lower,Lower class,1
2010,-4,JP: Kita-Kanto region,JP: Rural districts,Male,62,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kita-Kanto region,JP: Rural districts,Male,63,Japanese,Married,Middle,Working class,1
2010,-4,JP: Kita-Kanto region,JP: Rural districts,Male,74,Japanese,Living together as married,Lower,Lower middle class,1
2010,-4,JP: Kita-Kanto region,JP: Rural districts,Male,78,Japanese,Widowed,Lower,Lower middle class,1
2010,-4,JP: Kita-Kanto region,JP: Rural districts,Male,79,Japanese,Married,Lower,Lower middle class,1
2010,-4,JP: Kita-Kanto region,JP:18 major large cities,Female,29,Japanese,Married,Middle,Working class,1
2010,-4,JP: Kita-Kanto region,JP:18 major large cities,Female,32,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kita-Kanto region,JP:18 major large cities,Female,39,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kita-Kanto region,JP:18 major large cities,Female,44,Japanese,Divorced,Middle,Lower class,1
2010,-4,JP: Kita-Kanto region,JP:18 major large cities,Female,51,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kita-Kanto region,JP:18 major large cities,Female,62,Japanese,Divorced,Middle,Working class,1
2010,-4,JP: Kita-Kanto region,JP:18 major large cities,Female,63,Japanese,No answer,Don´t know,Working class,1
2010,-4,JP: Kita-Kanto region,JP:18 major large cities,Male,38,Japanese,Married,Middle,Don´t know,1
2010,-4,JP: Kita-Kanto region,JP:18 major large cities,Male,60,Japanese,Single,Middle,Lower class,1
2010,-4,JP: Kita-Kanto region,JP:18 major large cities,Male,62,Japanese,Married,Higher,Upper middle class,1
2010,-4,JP: Kita-Kanto region,JP:18 major large cities,Male,62,Japanese,Married,Higher,Working class,1
2010,-4,JP: Kita-Kanto region,JP:18 major large cities,Male,74,Japanese,Married,Middle,Working class,1
2010,-4,JP: Kita-Kanto region,"JP:Cities with populations from 100,000 to under 200,000",Female,18,Japanese,Single,Middle,Upper middle class,1
2010,-4,JP: Kita-Kanto region,"JP:Cities with populations from 100,000 to under 200,000",Female,21,Japanese,Single,Middle,Lower middle class,1
2010,-4,JP: Kita-Kanto region,"JP:Cities with populations from 100,000 to under 200,000",Female,25,Japanese,Single,Higher,Lower class,1
2010,-4,JP: Kita-Kanto region,"JP:Cities with populations from 100,000 to under 200,000",Female,29,Japanese,Single,Higher,Lower middle class,1
2010,-4,JP: Kita-Kanto region,"JP:Cities with populations from 100,000 to under 200,000",Female,31,Japanese,Divorced,Middle,Working class,1
2010,-4,JP: Kita-Kanto region,"JP:Cities with populations from 100,000 to under 200,000",Female,32,Japanese,Married,Higher,Lower middle class,1
2010,-4,JP: Kita-Kanto region,"JP:Cities with populations from 100,000 to under 200,000",Female,32,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kita-Kanto region,"JP:Cities with populations from 100,000 to under 200,000",Female,33,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kita-Kanto region,"JP:Cities with populations from 100,000 to under 200,000",Female,36,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kita-Kanto region,"JP:Cities with populations from 100,000 to under 200,000",Female,36,Japanese,Single,Higher,Upper class,1
2010,-4,JP: Kita-Kanto region,"JP:Cities with populations from 100,000 to under 200,000",Female,38,Japanese,Single,Higher,Lower middle class,1
2010,-4,JP: Kita-Kanto region,"JP:Cities with populations from 100,000 to under 200,000",Female,39,Japanese,Married,Higher,Working class,1
2010,-4,JP: Kita-Kanto region,"JP:Cities with populations from 100,000 to under 200,000",Female,41,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kita-Kanto region,"JP:Cities with populations from 100,000 to under 200,000",Female,45,Japanese,Married,Higher,Upper middle class,1
2010,-4,JP: Kita-Kanto region,"JP:Cities with populations from 100,000 to under 200,000",Female,47,Japanese,Married,Middle,Upper class,1
2010,-4,JP: Kita-Kanto region,"JP:Cities with populations from 100,000 to under 200,000",Female,47,Japanese,Married,Middle,Working class,1
2010,-4,JP: Kita-Kanto region,"JP:Cities with populations from 100,000 to under 200,000",Female,48,Japanese,Divorced,Middle,Lower middle class,1
2010,-4,JP: Kita-Kanto region,"JP:Cities with populations from 100,000 to under 200,000",Female,51,Japanese,Married,Middle,Working class,1
2010,-4,JP: Kita-Kanto region,"JP:Cities with populations from 100,000 to under 200,000",Female,54,Japanese,Married,Lower,Working class,1
2010,-4,JP: Kita-Kanto region,"JP:Cities with populations from 100,000 to under 200,000",Female,55,Japanese,Married,Middle,Don´t know,1
2010,-4,JP: Kita-Kanto region,"JP:Cities with populations from 100,000 to under 200,000",Female,55,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kita-Kanto region,"JP:Cities with populations from 100,000 to under 200,000",Female,55,Japanese,Married,Middle,Working class,1
2010,-4,JP: Kita-Kanto region,"JP:Cities with populations from 100,000 to under 200,000",Female,59,Japanese,Married,Don´t know,Upper middle class,1
2010,-4,JP: Kita-Kanto region,"JP:Cities with populations from 100,000 to under 200,000",Female,62,Japanese,Divorced,Middle,Don´t know,1
2010,-4,JP: Kita-Kanto region,"JP:Cities with populations from 100,000 to under 200,000",Female,63,Japanese,Married,Middle,Lower middle class,1
2010,-4,JP: Kita-Kanto region,"JP:Cities with populations from 100,000 to under 200,000",Female,64,Japanese,Separated,Middle,Lower class,1
2010,-4,JP: Kita-Kanto region,"JP:Cities with populations from 100,000 to under 200,000",Female,64,Japanese,Widowed,Middle,Lower middle class,1
2010,-4,JP: Kita-Kanto region,"JP:Cities with populations from 100,000 to under 200,000",Female,65,Japanese,Single,Middle,Lower middle class,1
2010,-4,JP: Kita-Kanto region,"JP:Cities with populations from 100,000 to under 200,000",Female,67,Japanese,Married,Middle,Working class,1
2010,-4,JP: Kita-Kanto region,"JP:Cities with populations from 100,000 to under 200,000",Female,68,Japanese,Married,Middle,Lower middle class,1
