V262: Year survey,B_COUNTRY_ALPHA: Country code ISO 3166 alpha,V256: Region where the interview was conducted,V240: Sex,V242: Age,V247: Language at home,V57: Marital status,V248R: Highest educational level: Respondent (recoded into 3 groups),V238: Social class (subjective),Counts
2013,-4,EG: Cairo,Female,25,Arabic,Single,Higher,Upper middle class,1
2013,-4,EG: Cairo,Female,26,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Cairo,Female,26,Arabic,Married,Middle,Working class,1
2013,-4,EG: Cairo,Female,26,Arabic,Single,Higher,Lower middle class,1
2013,-4,EG: Cairo,Female,27,Arabic,Married,Higher,Lower middle class,1
2013,-4,EG: Cairo,Female,27,Arabic,Married,Higher,Upper middle class,2
2013,-4,EG: Cairo,Female,27,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Cairo,Female,27,Arabic,Married,Middle,Lower class,1
2013,-4,EG: Cairo,Female,27,Arabic,Married,Middle,Lower middle class,2
2013,-4,EG: Cairo,Female,27,Arabic,Single,Middle,Lower class,1
2013,-4,EG: Cairo,Female,27,Arabic,Widowed,Lower,Lower class,1
2013,-4,EG: Cairo,Female,28,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Cairo,Female,28,Arabic,Married,Middle,Lower middle class,2
2013,-4,EG: Cairo,Female,28,Arabic,Single,Middle,Upper middle class,1
2013,-4,EG: Cairo,Female,29,Arabic,Married,Middle,Working class,2
2013,-4,EG: Cairo,Female,30,Arabic,Married,Higher,Lower middle class,1
2013,-4,EG: Cairo,Female,30,Arabic,Married,Higher,Upper middle class,1
2013,-4,EG: Cairo,Female,30,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Cairo,Female,30,Arabic,Married,Middle,Lower class,4
2013,-4,EG: Cairo,Female,30,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Cairo,Female,30,Arabic,Married,Middle,Working class,2
2013,-4,EG: Cairo,Female,30,Arabic,Widowed,Higher,Working class,1
2013,-4,EG: Cairo,Female,31,Arabic,Married,Higher,Working class,1
2013,-4,EG: Cairo,Female,31,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Cairo,Female,32,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Cairo,Female,32,Arabic,Married,Middle,Lower class,1
2013,-4,EG: Cairo,Female,32,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Cairo,Female,32,Arabic,Married,Middle,Working class,1
2013,-4,EG: Cairo,Female,33,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Cairo,Female,33,Arabic,Married,Lower,Working class,1
2013,-4,EG: Cairo,Female,34,Arabic,Divorced,Lower,Lower class,1
2013,-4,EG: Cairo,Female,34,Arabic,Married,Higher,Lower middle class,1
2013,-4,EG: Cairo,Female,34,Arabic,Married,Higher,Upper middle class,1
2013,-4,EG: Cairo,Female,34,Arabic,Married,Lower,Working class,1
2013,-4,EG: Cairo,Female,34,Arabic,Single,Higher,Lower middle class,1
2013,-4,EG: Cairo,Female,35,Arabic,Married,Higher,Lower middle class,1
2013,-4,EG: Cairo,Female,35,Arabic,Married,Higher,Upper middle class,1
2013,-4,EG: Cairo,Female,35,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Cairo,Female,35,Arabic,Married,Lower,Working class,1
2013,-4,EG: Cairo,Female,35,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Cairo,Female,35,Arabic,Married,Middle,Working class,1
2013,-4,EG: Cairo,Female,36,Arabic,Married,Higher,Lower middle class,1
2013,-4,EG: Cairo,Female,36,Arabic,Married,Lower,Lower middle class,2
2013,-4,EG: Cairo,Female,36,Arabic,Married,Lower,Working class,2
2013,-4,EG: Cairo,Female,36,Arabic,Married,Middle,Lower class,2
2013,-4,EG: Cairo,Female,36,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Cairo,Female,36,Arabic,Married,Middle,Working class,1
2013,-4,EG: Cairo,Female,36,Arabic,Separated,Higher,Lower middle class,1
2013,-4,EG: Cairo,Female,37,Arabic,Divorced,Lower,Lower middle class,1
2013,-4,EG: Cairo,Female,37,Arabic,Married,Higher,Lower middle class,2
2013,-4,EG: Cairo,Female,38,Arabic,Married,Middle,Lower class,1
2013,-4,EG: Cairo,Female,38,Arabic,Married,Middle,Lower middle class,2
2013,-4,EG: Cairo,Female,39,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Cairo,Female,39,Arabic,Widowed,Higher,Lower middle class,1
2013,-4,EG: Cairo,Female,39,Arabic,Widowed,Lower,Lower class,1
2013,-4,EG: Cairo,Female,40,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Cairo,Female,40,Arabic,Married,Lower,Upper middle class,1
2013,-4,EG: Cairo,Female,40,Arabic,Married,Middle,Lower class,2
2013,-4,EG: Cairo,Female,40,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Cairo,Female,40,Arabic,Married,Middle,Working class,1
2013,-4,EG: Cairo,Female,41,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Cairo,Female,42,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Cairo,Female,42,Arabic,Married,Lower,Working class,1
2013,-4,EG: Cairo,Female,42,Arabic,Married,Middle,Upper middle class,1
2013,-4,EG: Cairo,Female,42,Arabic,Married,Middle,Working class,1
2013,-4,EG: Cairo,Female,43,Arabic,Married,Higher,Upper middle class,1
2013,-4,EG: Cairo,Female,43,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Cairo,Female,43,Arabic,Single,Lower,Lower class,1
2013,-4,EG: Cairo,Female,44,Arabic,Married,Lower,Upper middle class,1
2013,-4,EG: Cairo,Female,45,Arabic,Divorced,Lower,Lower middle class,1
2013,-4,EG: Cairo,Female,45,Arabic,Divorced,Middle,Lower middle class,1
2013,-4,EG: Cairo,Female,45,Arabic,Married,Lower,Lower middle class,2
2013,-4,EG: Cairo,Female,45,Arabic,Married,Lower,Working class,1
2013,-4,EG: Cairo,Female,45,Arabic,Married,Middle,Upper middle class,1
2013,-4,EG: Cairo,Female,45,Arabic,Widowed,Lower,Lower class,1
2013,-4,EG: Cairo,Female,46,Arabic,Married,Middle,Lower class,1
2013,-4,EG: Cairo,Female,46,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Cairo,Female,48,Arabic,Married,Higher,Upper middle class,1
2013,-4,EG: Cairo,Female,48,Arabic,Married,Higher,Working class,1
2013,-4,EG: Cairo,Female,49,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Cairo,Female,49,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Cairo,Female,50,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Cairo,Female,50,Arabic,Married,Lower,Working class,1
2013,-4,EG: Cairo,Female,50,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Cairo,Female,50,Arabic,Married,Middle,Working class,1
2013,-4,EG: Cairo,Female,50,Arabic,Widowed,Higher,Upper middle class,1
2013,-4,EG: Cairo,Female,50,Arabic,Widowed,Lower,Lower middle class,1
2013,-4,EG: Cairo,Female,52,Arabic,Married,Lower,Lower class,2
2013,-4,EG: Cairo,Female,52,Arabic,Married,Middle,Working class,1
2013,-4,EG: Cairo,Female,52,Arabic,Single,Lower,Working class,1
2013,-4,EG: Cairo,Female,53,Arabic,Married,Higher,Upper middle class,1
2013,-4,EG: Cairo,Female,53,Arabic,Married,Lower,Lower middle class,2
2013,-4,EG: Cairo,Female,53,Arabic,Married,Lower,Working class,1
2013,-4,EG: Cairo,Female,53,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Cairo,Female,53,Arabic,Separated,Lower,Lower class,1
2013,-4,EG: Cairo,Female,54,Arabic,Married,Lower,Lower class,2
2013,-4,EG: Cairo,Female,54,Arabic,Married,Lower,Working class,1
2013,-4,EG: Cairo,Female,55,Arabic,Divorced,Lower,Lower middle class,1
2013,-4,EG: Cairo,Female,55,Arabic,Married,Lower,Lower middle class,2
2013,-4,EG: Cairo,Female,55,Arabic,Widowed,Lower,Lower class,1
2013,-4,EG: Cairo,Female,55,Arabic,Widowed,Lower,Working class,1
2013,-4,EG: Cairo,Female,56,Arabic,Married,Higher,Upper middle class,2
2013,-4,EG: Cairo,Female,58,Arabic,Married,Higher,Upper middle class,1
2013,-4,EG: Cairo,Female,59,Arabic,Widowed,Lower,Lower class,1
2013,-4,EG: Cairo,Female,60,Arabic,Married,Higher,Upper middle class,1
2013,-4,EG: Cairo,Female,60,Arabic,Married,Lower,Lower class,3
2013,-4,EG: Cairo,Female,60,Arabic,Married,Lower,Lower middle class,3
2013,-4,EG: Cairo,Female,60,Arabic,Married,Lower,Working class,1
2013,-4,EG: Cairo,Female,60,Arabic,Married,Middle,Upper middle class,1
2013,-4,EG: Cairo,Female,60,Arabic,Widowed,Lower,Lower class,1
2013,-4,EG: Cairo,Female,60,Arabic,Widowed,Lower,Upper middle class,1
2013,-4,EG: Cairo,Female,60,Arabic,Widowed,Lower,Working class,1
2013,-4,EG: Cairo,Female,60,Arabic,Widowed,Middle,Working class,1
2013,-4,EG: Cairo,Female,61,Arabic,Widowed,Lower,Working class,1
2013,-4,EG: Cairo,Female,62,Arabic,Widowed,Higher,Upper middle class,1
2013,-4,EG: Cairo,Female,62,Arabic,Widowed,Lower,Lower class,1
2013,-4,EG: Cairo,Female,63,Arabic,Widowed,Lower,Lower middle class,1
2013,-4,EG: Cairo,Female,65,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Cairo,Female,65,Arabic,Widowed,Lower,Lower class,3
2013,-4,EG: Cairo,Female,65,Arabic,Widowed,Middle,Upper middle class,1
2013,-4,EG: Cairo,Female,66,Arabic,Widowed,Lower,Lower class,1
2013,-4,EG: Cairo,Female,67,Arabic,Married,Higher,Upper middle class,1
2013,-4,EG: Cairo,Female,67,Arabic,Widowed,Lower,Lower class,1
2013,-4,EG: Cairo,Female,69,Arabic,Widowed,Lower,Lower class,1
2013,-4,EG: Cairo,Female,70,Arabic,Widowed,Lower,Lower class,2
2013,-4,EG: Cairo,Female,74,Arabic,Widowed,Lower,Working class,1
2013,-4,EG: Cairo,Female,75,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Cairo,Female,75,Arabic,Widowed,Lower,Lower middle class,1
2013,-4,EG: Cairo,Female,75,Arabic,Widowed,Lower,Working class,1
2013,-4,EG: Cairo,Female,77,Arabic,Widowed,Lower,Lower middle class,1
2013,-4,EG: Cairo,Female,80,Arabic,Widowed,Higher,Upper middle class,1
2013,-4,EG: Cairo,Male,18,Arabic,Single,Higher,Lower middle class,1
2013,-4,EG: Cairo,Male,18,Arabic,Single,Lower,Lower class,1
2013,-4,EG: Cairo,Male,18,Arabic,Single,Lower,Working class,1
2013,-4,EG: Cairo,Male,18,Arabic,Single,Middle,Upper class,1
2013,-4,EG: Cairo,Male,18,Arabic,Single,Middle,Upper middle class,1
2013,-4,EG: Cairo,Male,19,Arabic,Single,Lower,Lower class,1
2013,-4,EG: Cairo,Male,20,Arabic,Single,Higher,Lower middle class,2
2013,-4,EG: Cairo,Male,20,Arabic,Single,Higher,Upper middle class,1
2013,-4,EG: Cairo,Male,20,Arabic,Single,Higher,Working class,2
2013,-4,EG: Cairo,Male,20,Arabic,Single,Middle,Working class,1
2013,-4,EG: Cairo,Male,21,Arabic,Single,Middle,Lower class,1
2013,-4,EG: Cairo,Male,21,Arabic,Single,Middle,Lower middle class,1
2013,-4,EG: Cairo,Male,23,Arabic,Single,Middle,Working class,1
2013,-4,EG: Cairo,Male,24,Arabic,Single,Higher,Upper middle class,1
2013,-4,EG: Cairo,Male,24,Arabic,Single,Middle,Upper middle class,1
2013,-4,EG: Cairo,Male,24,Arabic,Single,Middle,Working class,1
2013,-4,EG: Cairo,Male,25,Arabic,Married,Higher,Working class,1
2013,-4,EG: Cairo,Male,25,Arabic,Married,Middle,Working class,1
2013,-4,EG: Cairo,Male,25,Arabic,Single,Higher,Lower middle class,2
2013,-4,EG: Cairo,Male,25,Arabic,Single,Middle,Lower middle class,1
2013,-4,EG: Cairo,Male,26,Arabic,Married,Middle,Working class,1
2013,-4,EG: Cairo,Male,26,Arabic,Single,Lower,Lower middle class,1
2013,-4,EG: Cairo,Male,27,Arabic,Married,Higher,Lower middle class,1
2013,-4,EG: Cairo,Male,27,Arabic,Single,Middle,Working class,1
2013,-4,EG: Cairo,Male,28,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Cairo,Male,29,Arabic,Single,Higher,Lower class,1
2013,-4,EG: Cairo,Male,30,Arabic,Married,Higher,Lower middle class,2
2013,-4,EG: Cairo,Male,30,Arabic,Married,Middle,Working class,2
2013,-4,EG: Cairo,Male,30,Arabic,Single,Higher,Lower middle class,1
2013,-4,EG: Cairo,Male,32,Arabic,Married,Higher,Upper middle class,1
2013,-4,EG: Cairo,Male,32,Arabic,Married,Higher,Working class,1
2013,-4,EG: Cairo,Male,32,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Cairo,Male,33,Arabic,Single,Middle,Lower class,1
2013,-4,EG: Cairo,Male,34,Arabic,Married,Higher,Lower middle class,1
2013,-4,EG: Cairo,Male,35,Arabic,Married,Higher,Lower middle class,1
2013,-4,EG: Cairo,Male,35,Arabic,Married,Higher,Upper middle class,1
2013,-4,EG: Cairo,Male,35,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Cairo,Male,35,Arabic,Single,Higher,Upper middle class,1
2013,-4,EG: Cairo,Male,35,Arabic,Single,Middle,Lower class,1
2013,-4,EG: Cairo,Male,36,Arabic,Married,Higher,Lower middle class,1
2013,-4,EG: Cairo,Male,36,Arabic,Single,Middle,Lower middle class,1
2013,-4,EG: Cairo,Male,36,Arabic,Single,Middle,Working class,1
2013,-4,EG: Cairo,Male,37,Arabic,Married,Higher,Upper middle class,1
2013,-4,EG: Cairo,Male,37,Arabic,Married,Higher,Working class,1
2013,-4,EG: Cairo,Male,37,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Cairo,Male,37,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Cairo,Male,38,Arabic,Single,Middle,Upper middle class,1
2013,-4,EG: Cairo,Male,39,Arabic,Married,Higher,Upper middle class,1
2013,-4,EG: Cairo,Male,40,Arabic,Married,Higher,Lower middle class,1
2013,-4,EG: Cairo,Male,41,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Cairo,Male,42,Arabic,Divorced,Middle,Working class,1
2013,-4,EG: Cairo,Male,42,Arabic,Married,Middle,Lower class,1
2013,-4,EG: Cairo,Male,42,Arabic,Single,Lower,Lower class,1
2013,-4,EG: Cairo,Male,43,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Cairo,Male,43,Arabic,Married,Middle,Lower middle class,2
2013,-4,EG: Cairo,Male,43,Arabic,Married,Middle,Working class,1
2013,-4,EG: Cairo,Male,43,Arabic,Widowed,Lower,Working class,1
2013,-4,EG: Cairo,Male,44,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Cairo,Male,44,Arabic,Married,Middle,Lower class,1
2013,-4,EG: Cairo,Male,45,Arabic,Married,Higher,Upper middle class,1
2013,-4,EG: Cairo,Male,45,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Cairo,Male,45,Arabic,Married,Lower,Working class,1
2013,-4,EG: Cairo,Male,45,Arabic,Married,Middle,Lower class,1
2013,-4,EG: Cairo,Male,45,Arabic,Married,Middle,Lower middle class,2
2013,-4,EG: Cairo,Male,45,Arabic,Single,Middle,Upper middle class,1
2013,-4,EG: Cairo,Male,46,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Cairo,Male,46,Arabic,Married,Middle,Lower class,1
2013,-4,EG: Cairo,Male,47,Arabic,Married,Lower,Working class,1
2013,-4,EG: Cairo,Male,48,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Cairo,Male,49,Arabic,Married,Higher,Upper middle class,1
2013,-4,EG: Cairo,Male,49,Arabic,Married,Middle,Lower class,1
2013,-4,EG: Cairo,Male,49,Arabic,Separated,Middle,Lower middle class,1
2013,-4,EG: Cairo,Male,50,Arabic,Married,Higher,Upper middle class,1
2013,-4,EG: Cairo,Male,50,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Cairo,Male,51,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Cairo,Male,52,Arabic,Married,Lower,Working class,1
2013,-4,EG: Cairo,Male,53,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Cairo,Male,54,Arabic,Married,Higher,Upper middle class,1
2013,-4,EG: Cairo,Male,54,Arabic,Married,Lower,Working class,1
2013,-4,EG: Cairo,Male,55,Arabic,Married,Higher,Working class,1
2013,-4,EG: Cairo,Male,55,Arabic,Married,Middle,Working class,1
2013,-4,EG: Cairo,Male,56,Arabic,Married,Lower,Working class,1
2013,-4,EG: Cairo,Male,57,Arabic,Married,Lower,Upper middle class,1
2013,-4,EG: Cairo,Male,58,Arabic,Married,Lower,Working class,1
2013,-4,EG: Cairo,Male,58,Arabic,Widowed,Lower,Working class,1
2013,-4,EG: Cairo,Male,60,Arabic,Married,Higher,Upper middle class,1
2013,-4,EG: Cairo,Male,60,Arabic,Widowed,Middle,Upper middle class,1
2013,-4,EG: Cairo,Male,61,Arabic,Married,Higher,Upper middle class,2
2013,-4,EG: Cairo,Male,62,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Cairo,Male,62,Arabic,Married,Middle,Working class,1
2013,-4,EG: Cairo,Male,62,Arabic,Widowed,Lower,Lower class,1
2013,-4,EG: Cairo,Male,63,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Cairo,Male,63,Arabic,Widowed,Lower,Lower middle class,1
2013,-4,EG: Cairo,Male,66,Arabic,Married,Higher,Upper middle class,1
2013,-4,EG: Cairo,Male,66,Arabic,Widowed,Middle,Working class,1
2013,-4,EG: Cairo,Male,70,Arabic,Widowed,Lower,Lower class,1
2013,-4,EG: Cairo,Male,71,Arabic,Married,Lower,Upper middle class,1
2013,-4,EG: Cairo,Male,73,Arabic,Widowed,Middle,Upper middle class,1
2013,-4,EG: Cairo,Male,76,Arabic,Separated,Lower,Lower class,1
2013,-4,EG: Cairo,Male,78,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Cairo,Male,79,Arabic,Married,Lower,Working class,1
2013,-4,EG: Cairo,Male,79,Arabic,Married,Middle,Working class,1
2013,-4,EG: Cairo,Male,98,Arabic,Married,Higher,Upper middle class,1
2013,-4,EG: Dakahlia,Female,18,Arabic,Married,Middle,Lower class,1
2013,-4,EG: Dakahlia,Female,18,Arabic,Single,Middle,Lower class,1
2013,-4,EG: Dakahlia,Female,20,Arabic,Married,Middle,Upper middle class,1
2013,-4,EG: Dakahlia,Female,20,Arabic,Married,Middle,Working class,2
2013,-4,EG: Dakahlia,Female,20,Arabic,Single,Higher,Working class,1
2013,-4,EG: Dakahlia,Female,20,Arabic,Single,Middle,Lower middle class,1
2013,-4,EG: Dakahlia,Female,21,Arabic,Married,Middle,Working class,2
2013,-4,EG: Dakahlia,Female,21,Arabic,Single,Middle,Working class,1
2013,-4,EG: Dakahlia,Female,22,Arabic,Single,Higher,Lower middle class,1
2013,-4,EG: Dakahlia,Female,23,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Dakahlia,Female,23,Arabic,Married,Middle,Upper middle class,1
2013,-4,EG: Dakahlia,Female,24,Arabic,Married,Middle,Lower middle class,2
2013,-4,EG: Dakahlia,Female,25,Arabic,Married,Lower,Working class,1
2013,-4,EG: Dakahlia,Female,25,Arabic,Married,Middle,Lower class,2
2013,-4,EG: Dakahlia,Female,26,Arabic,Married,Middle,Upper middle class,1
2013,-4,EG: Dakahlia,Female,27,Arabic,Married,Higher,Lower class,1
2013,-4,EG: Dakahlia,Female,27,Arabic,Married,Higher,Working class,1
2013,-4,EG: Dakahlia,Female,27,Arabic,Married,Middle,Upper middle class,1
2013,-4,EG: Dakahlia,Female,27,Arabic,Married,Middle,Working class,1
2013,-4,EG: Dakahlia,Female,28,Arabic,Married,Middle,Upper middle class,1
2013,-4,EG: Dakahlia,Female,29,Arabic,Married,Middle,Lower class,1
2013,-4,EG: Dakahlia,Female,30,Arabic,Married,Lower,Working class,2
2013,-4,EG: Dakahlia,Female,30,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Dakahlia,Female,31,Arabic,Married,Higher,Lower middle class,1
2013,-4,EG: Dakahlia,Female,31,Arabic,Married,Middle,Lower class,1
2013,-4,EG: Dakahlia,Female,32,Arabic,Married,Higher,Lower middle class,1
2013,-4,EG: Dakahlia,Female,32,Arabic,Married,Higher,Working class,1
2013,-4,EG: Dakahlia,Female,32,Arabic,Married,Middle,Upper class,1
2013,-4,EG: Dakahlia,Female,33,Arabic,Married,Middle,Lower class,1
2013,-4,EG: Dakahlia,Female,34,Arabic,Married,Higher,Working class,1
2013,-4,EG: Dakahlia,Female,34,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Dakahlia,Female,35,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Dakahlia,Female,35,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Dakahlia,Female,35,Arabic,Married,Middle,Working class,1
2013,-4,EG: Dakahlia,Female,35,Arabic,Single,Lower,Upper middle class,1
2013,-4,EG: Dakahlia,Female,36,Arabic,Married,Higher,Lower middle class,1
2013,-4,EG: Dakahlia,Female,36,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Dakahlia,Female,38,Arabic,Married,Middle,Lower middle class,2
2013,-4,EG: Dakahlia,Female,38,Arabic,Married,Middle,Working class,2
2013,-4,EG: Dakahlia,Female,40,Arabic,Married,Lower,Upper middle class,1
2013,-4,EG: Dakahlia,Female,40,Arabic,Married,Lower,Working class,1
2013,-4,EG: Dakahlia,Female,40,Arabic,Married,Middle,Working class,1
2013,-4,EG: Dakahlia,Female,40,Arabic,Widowed,Lower,Working class,1
2013,-4,EG: Dakahlia,Female,40,Arabic,Widowed,Middle,Lower middle class,1
2013,-4,EG: Dakahlia,Female,41,Arabic,Married,Middle,Lower middle class,2
2013,-4,EG: Dakahlia,Female,42,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Dakahlia,Female,42,Arabic,Married,Middle,Upper middle class,1
2013,-4,EG: Dakahlia,Female,45,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Dakahlia,Female,45,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Dakahlia,Female,45,Arabic,Married,Lower,Upper class,1
2013,-4,EG: Dakahlia,Female,45,Arabic,Married,Lower,Upper middle class,1
2013,-4,EG: Dakahlia,Female,45,Arabic,Widowed,Lower,Lower middle class,1
2013,-4,EG: Dakahlia,Female,45,Arabic,Widowed,Lower,Working class,1
2013,-4,EG: Dakahlia,Female,47,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Dakahlia,Female,48,Arabic,Married,Lower,Lower class,2
2013,-4,EG: Dakahlia,Female,48,Arabic,Married,Middle,Working class,1
2013,-4,EG: Dakahlia,Female,49,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Dakahlia,Female,50,Arabic,Married,Higher,Working class,1
2013,-4,EG: Dakahlia,Female,50,Arabic,Married,Lower,Lower middle class,3
2013,-4,EG: Dakahlia,Female,50,Arabic,Married,Lower,Working class,1
2013,-4,EG: Dakahlia,Female,50,Arabic,Widowed,Lower,Working class,3
2013,-4,EG: Dakahlia,Female,53,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Dakahlia,Female,55,Arabic,Married,Middle,Upper class,1
2013,-4,EG: Dakahlia,Female,55,Arabic,Widowed,Lower,Lower class,1
2013,-4,EG: Dakahlia,Female,55,Arabic,Widowed,Lower,Lower middle class,1
2013,-4,EG: Dakahlia,Female,55,Arabic,Widowed,Lower,Working class,1
2013,-4,EG: Dakahlia,Female,56,Arabic,Widowed,Lower,Lower class,1
2013,-4,EG: Dakahlia,Female,57,Arabic,Widowed,Lower,Lower middle class,1
2013,-4,EG: Dakahlia,Female,60,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Dakahlia,Female,60,Arabic,Married,Lower,Working class,1
2013,-4,EG: Dakahlia,Female,60,Arabic,Widowed,Lower,Lower middle class,1
2013,-4,EG: Dakahlia,Female,60,Arabic,Widowed,Lower,Working class,1
2013,-4,EG: Dakahlia,Female,65,Arabic,Widowed,Lower,Upper class,1
2013,-4,EG: Dakahlia,Female,80,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Dakahlia,Female,91,Arabic,Married,Middle,Lower class,1
2013,-4,EG: Dakahlia,Male,20,Arabic,Married,Middle,Working class,1
2013,-4,EG: Dakahlia,Male,20,Arabic,Single,Middle,Working class,1
2013,-4,EG: Dakahlia,Male,29,Arabic,Single,Higher,Upper middle class,1
2013,-4,EG: Dakahlia,Male,31,Arabic,Married,Higher,Working class,1
2013,-4,EG: Dakahlia,Male,32,Arabic,Married,Middle,Working class,2
2013,-4,EG: Dakahlia,Male,33,Arabic,Married,Higher,Lower middle class,2
2013,-4,EG: Dakahlia,Male,33,Arabic,Single,Higher,Lower middle class,1
2013,-4,EG: Dakahlia,Male,35,Arabic,Married,Higher,Upper middle class,1
2013,-4,EG: Dakahlia,Male,35,Arabic,Single,Lower,Working class,1
2013,-4,EG: Dakahlia,Male,37,Arabic,Married,Higher,Lower middle class,1
2013,-4,EG: Dakahlia,Male,37,Arabic,Married,Middle,Working class,1
2013,-4,EG: Dakahlia,Male,38,Arabic,Married,Middle,Working class,1
2013,-4,EG: Dakahlia,Male,41,Arabic,Married,Higher,Lower middle class,1
2013,-4,EG: Dakahlia,Male,42,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Dakahlia,Male,42,Arabic,Married,Lower,Working class,1
2013,-4,EG: Dakahlia,Male,42,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Dakahlia,Male,42,Arabic,Married,Middle,Working class,1
2013,-4,EG: Dakahlia,Male,44,Arabic,Married,Middle,Upper middle class,1
2013,-4,EG: Dakahlia,Male,45,Arabic,Married,Middle,Lower class,1
2013,-4,EG: Dakahlia,Male,46,Arabic,Married,Higher,Lower middle class,1
2013,-4,EG: Dakahlia,Male,46,Arabic,Married,Middle,Working class,1
2013,-4,EG: Dakahlia,Male,47,Arabic,Married,Middle,Lower middle class,1
2013,-4,EG: Dakahlia,Male,48,Arabic,Married,Middle,Lower middle class,2
2013,-4,EG: Dakahlia,Male,50,Arabic,Married,Higher,Lower class,1
2013,-4,EG: Dakahlia,Male,50,Arabic,Married,Middle,Working class,1
2013,-4,EG: Dakahlia,Male,52,Arabic,Married,Higher,Lower middle class,1
2013,-4,EG: Dakahlia,Male,52,Arabic,Married,Middle,Working class,1
2013,-4,EG: Dakahlia,Male,53,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Dakahlia,Male,55,Arabic,Married,Higher,Lower class,1
2013,-4,EG: Dakahlia,Male,56,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Dakahlia,Male,58,Arabic,Married,Lower,Upper middle class,1
2013,-4,EG: Dakahlia,Male,60,Arabic,Married,Higher,Working class,1
2013,-4,EG: Dakahlia,Male,60,Arabic,Married,Lower,Lower middle class,1
2013,-4,EG: Dakahlia,Male,63,Arabic,Married,Higher,Working class,1
2013,-4,EG: Dakahlia,Male,63,Arabic,Married,Lower,Lower class,1
2013,-4,EG: Dakahlia,Male,63,Arabic,Married,Lower,Working class,1
2013,-4,EG: Dakahlia,Male,65,Arabic,Married,Higher,Upper middle class,1
2013,-4,EG: Dakahlia,Male,65,Arabic,Married,Lower,Working class,1
2013,-4,EG: Dakahlia,Male,69,Arabic,Married,Lower,Working class,1
2013,-4,EG: Dakahlia,Male,70,Arabic,Married,Higher,Working class,1
2013,-4,EG: Dakahlia,Male,73,Arabic,Married,Lower,Working class,1
