V262: Year survey,B_COUNTRY_ALPHA: Country code ISO 3166 alpha,N_REGION_ISO: Region (ISO),G_TOWNSIZE2: Settlement size_5 groups,V240: Sex,V242: Age,V247: Language at home,V57: Marital status,V248R: Highest educational level: Respondent (recoded into 3 groups),V238: Social class (subjective),Counts
2012,-4,IN-HR Haryana,"Under 5,000",Male,44,Hindi,Married,Middle,Lower middle class,1
2012,-4,IN-HR Haryana,"Under 5,000",Male,45,Haryanvi; Haryanavi,Married,Lower,Working class,1
2012,-4,IN-HR Haryana,"Under 5,000",Male,45,Hindi,Married,Middle,Upper middle class,1
2012,-4,IN-HR Haryana,"Under 5,000",Male,45,Hindi,Married,Middle,Working class,1
2012,-4,IN-HR Haryana,"Under 5,000",Male,46,Haryanvi; Haryanavi,Married,Lower,Lower middle class,1
2012,-4,IN-HR Haryana,"Under 5,000",Male,46,No answer,Married,Middle,Lower middle class,1
2012,-4,IN-HR Haryana,"Under 5,000",Male,47,Hindi,Married,Lower,Working class,1
2012,-4,IN-HR Haryana,"Under 5,000",Male,48,Haryanvi; Haryanavi,Married,Lower,Working class,1
2012,-4,IN-HR Haryana,"Under 5,000",Male,50,Haryanvi; Haryanavi,Married,Lower,Lower middle class,1
2012,-4,IN-HR Haryana,"Under 5,000",Male,50,Haryanvi; Haryanavi,Married,Middle,Upper middle class,1
2012,-4,IN-HR Haryana,"Under 5,000",Male,51,Haryanvi; Haryanavi,Married,Lower,Working class,1
2012,-4,IN-HR Haryana,"Under 5,000",Male,52,No answer,Married,Middle,Working class,1
2012,-4,IN-HR Haryana,"Under 5,000",Male,53,Hindi,Married,Middle,Upper middle class,1
2012,-4,IN-HR Haryana,"Under 5,000",Male,54,Haryanvi; Haryanavi,Married,Lower,Lower middle class,1
2012,-4,IN-HR Haryana,"Under 5,000",Male,58,Haryanvi; Haryanavi,Married,Middle,Lower middle class,1
2012,-4,IN-HR Haryana,"Under 5,000",Male,60,No answer,Married,Lower,Lower class,2
2012,-4,IN-HR Haryana,"Under 5,000",Male,60,No answer,Married,Lower,Lower middle class,1
2012,-4,IN-HR Haryana,"Under 5,000",Male,62,No answer,Married,Lower,Working class,1
2012,-4,IN-HR Haryana,"Under 5,000",Male,63,Haryanvi; Haryanavi,Widowed,Lower,Lower middle class,1
2012,-4,IN-HR Haryana,"Under 5,000",Male,64,Haryanvi; Haryanavi,Married,Lower,Upper middle class,1
2012,-4,IN-HR Haryana,"Under 5,000",Male,65,No answer,Married,Lower,Working class,1
2012,-4,IN-HR Haryana,"Under 5,000",Male,66,Haryanvi; Haryanavi,Married,Lower,Working class,1
2012,-4,IN-HR Haryana,"Under 5,000",Male,68,No answer,Married,Lower,Lower class,1
2012,-4,IN-HR Haryana,"Under 5,000",Male,74,No answer,Married,Lower,Working class,1
2012,-4,IN-HR Haryana,"Under 5,000",Male,85,No answer,Married,Lower,Lower middle class,1
2012,-4,IN-HR Haryana,"Under 5,000",Male,Don´t know,No answer,Married,Middle,Lower middle class,1
2012,-4,IN-JH Jharkhand,5000-20000,Female,21,Hindi,Married,Middle,Lower middle class,1
2012,-4,IN-JH Jharkhand,5000-20000,Female,22,Hindi,Living together as married,Middle,Lower middle class,1
2012,-4,IN-JH Jharkhand,5000-20000,Female,22,Hindi,Single,Higher,Lower middle class,1
2012,-4,IN-JH Jharkhand,5000-20000,Female,23,Hindi,Single,Higher,Lower middle class,1
2012,-4,IN-JH Jharkhand,5000-20000,Female,23,Hindi,Single,Middle,Lower class,1
2012,-4,IN-JH Jharkhand,5000-20000,Female,24,Hindi,Married,Higher,Lower middle class,1
2012,-4,IN-JH Jharkhand,5000-20000,Female,24,Hindi,Married,Middle,Working class,1
2012,-4,IN-JH Jharkhand,5000-20000,Female,25,Urdu,Married,Middle,Working class,1
2012,-4,IN-JH Jharkhand,5000-20000,Female,27,Hindi,Married,Middle,Working class,1
2012,-4,IN-JH Jharkhand,5000-20000,Female,28,Hindi,Married,Middle,Working class,1
2012,-4,IN-JH Jharkhand,5000-20000,Female,33,Hindi,Single,Higher,Upper middle class,1
2012,-4,IN-JH Jharkhand,5000-20000,Female,38,Hindi,Married,Middle,Lower middle class,1
2012,-4,IN-JH Jharkhand,5000-20000,Female,42,Hindi,Married,Middle,Lower middle class,1
2012,-4,IN-JH Jharkhand,5000-20000,Female,45,Hindi,Married,Lower,Working class,1
2012,-4,IN-JH Jharkhand,5000-20000,Female,45,Hindi,Married,Middle,Lower middle class,1
2012,-4,IN-JH Jharkhand,5000-20000,Female,50,Hindi,Married,Middle,Lower middle class,1
2012,-4,IN-JH Jharkhand,5000-20000,Female,63,Hindi,Married,Middle,Lower middle class,1
2012,-4,IN-JH Jharkhand,5000-20000,Female,65,Hindi,Married,Middle,Upper middle class,1
2012,-4,IN-JH Jharkhand,5000-20000,Male,20,Hindi,Single,Middle,Lower middle class,1
2012,-4,IN-JH Jharkhand,5000-20000,Male,23,Hindi,Married,Higher,Lower middle class,1
2012,-4,IN-JH Jharkhand,5000-20000,Male,24,Hindi,Married,Higher,Working class,1
2012,-4,IN-JH Jharkhand,5000-20000,Male,25,Hindi,Married,Higher,Lower middle class,1
2012,-4,IN-JH Jharkhand,5000-20000,Male,29,Hindi,Living together as married,Middle,Upper middle class,1
2012,-4,IN-JH Jharkhand,5000-20000,Male,30,Hindi,Married,Higher,Working class,1
2012,-4,IN-JH Jharkhand,5000-20000,Male,32,Hindi,Married,Higher,Lower middle class,1
2012,-4,IN-JH Jharkhand,5000-20000,Male,32,Hindi,Married,Middle,Working class,1
2012,-4,IN-JH Jharkhand,5000-20000,Male,34,Hindi,Married,Higher,Upper middle class,1
2012,-4,IN-JH Jharkhand,5000-20000,Male,35,Hindi,Single,Middle,Lower class,1
2012,-4,IN-JH Jharkhand,5000-20000,Male,36,Hindi,Married,Higher,Lower middle class,1
2012,-4,IN-JH Jharkhand,5000-20000,Male,36,Hindi,Separated,Middle,Working class,1
2012,-4,IN-JH Jharkhand,5000-20000,Male,40,"Other local; aboriginal; tribal, community",Married,Higher,Lower middle class,1
2012,-4,IN-JH Jharkhand,5000-20000,Male,42,Hindi,Married,Higher,Lower middle class,1
2012,-4,IN-JH Jharkhand,5000-20000,Male,42,Hindi,Married,Middle,Working class,1
2012,-4,IN-JH Jharkhand,5000-20000,Male,44,Hindi,Married,Middle,Working class,1
2012,-4,IN-JH Jharkhand,5000-20000,Male,45,Hindi,Married,Higher,Upper middle class,1
2012,-4,IN-JH Jharkhand,5000-20000,Male,50,Hindi,Married,Lower,Working class,1
2012,-4,IN-JH Jharkhand,5000-20000,Male,55,Hindi,Married,Middle,Working class,1
2012,-4,IN-JH Jharkhand,5000-20000,Male,65,Hindi,Married,Lower,Working class,1
2012,-4,IN-JH Jharkhand,No answer; Missing,Male,Don´t know,No answer,Married,No answer,Don´t know,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,22,Hindi,Married,Middle,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,23,Hindi,Single,Middle,Lower middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,25,Bengali; Bangla,Married,Lower,Lower middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,25,Hindi,Divorced,Higher,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,25,Hindi,Married,Lower,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,25,Hindi,Married,Middle,Lower middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,25,Hindi,Married,Middle,Upper middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,25,Hindi,Married,Middle,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,25,"Other local; aboriginal; tribal, community",Married,Middle,Lower class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,25,"Other local; aboriginal; tribal, community",Married,Middle,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,26,Hindi,Married,Lower,Lower class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,26,"Other local; aboriginal; tribal, community",Married,Middle,Lower class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,27,Hindi,Married,Lower,Lower class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,28,Hindi,Married,Middle,Lower middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,28,No answer,Married,Middle,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,30,Hindi,Married,Lower,Lower class,2
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,30,Hindi,Married,Lower,Lower middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,30,Hindi,Married,Middle,Lower class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,30,Hindi,Married,Middle,Lower middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,31,Hindi,Married,Middle,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,32,"Other local; aboriginal; tribal, community",Married,Middle,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,35,Hindi,Married,Lower,Lower class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,36,Hindi,Married,Lower,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,37,Hindi,Married,Middle,Lower middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,40,Hindi,Married,Lower,Lower class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,40,Hindi,Married,Lower,Working class,2
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,40,Urdu,Married,Middle,Lower middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,41,Hindi,Married,Higher,Lower middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,41,Hindi,Married,Lower,Lower middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,42,Hindi,Married,Middle,Lower middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,44,"Other local; aboriginal; tribal, community",Married,Middle,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,45,Hindi,Married,Lower,Lower class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,45,Hindi,Married,Lower,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,45,"Other local; aboriginal; tribal, community",Married,Lower,Lower middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,45,Urdu,Married,Middle,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,47,Hindi,Married,Lower,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,50,Kurukh; Oraon,Married,Lower,Lower class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,55,Hindi,Married,Lower,Don´t know,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,55,Hindi,Married,Lower,Lower middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,57,Hindi,Married,Lower,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,58,Hindi,Married,Lower,Don´t know,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,58,Hindi,Married,Lower,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,58,Hindi,Married,Middle,Lower middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,60,Hindi,Married,Lower,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,65,Hindi,Married,Lower,Lower class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,66,Hindi,Married,Lower,Lower middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,70,Hindi,Married,Lower,Lower class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Female,70,Hindi,Widowed,Lower,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,22,Hindi,Married,Middle,Lower middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,23,Hindi,Married,Higher,Lower middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,23,Hindi,Married,Middle,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,23,"Other local; aboriginal; tribal, community",Single,Middle,Upper middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,24,Hindi,Married,Middle,Lower middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,25,Hindi,Married,Lower,Lower class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,25,Hindi,Married,Lower,Lower middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,25,Hindi,Married,Middle,Lower class,2
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,25,Hindi,Married,Middle,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,26,Hindi,Married,Higher,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,26,Hindi,Married,Middle,Lower middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,26,Hindi,Married,Middle,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,29,"Other local; aboriginal; tribal, community",Married,Middle,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,30,Hindi,Single,Middle,Upper class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,30,No answer,Married,Middle,Upper middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,30,Urdu,Married,Middle,Lower middle class,2
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,31,Hindi,Married,Lower,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,32,Hindi,Married,Middle,Lower middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,32,Kurukh; Oraon,Married,Lower,Lower middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,34,Urdu,Married,Middle,Lower middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,35,Assamese,Married,Middle,Lower middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,35,Hindi,Married,Higher,Lower middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,35,Hindi,Married,Higher,Upper class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,35,Hindi,Married,Middle,Lower middle class,3
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,35,Hindi,Married,Middle,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,35,"Other local; aboriginal; tribal, community",Married,Middle,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,36,Hindi,Married,Middle,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,37,Hindi,Married,Lower,Lower middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,37,Hindi,Married,Middle,Working class,2
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,38,Hindi,Married,Middle,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,38,"Other local; aboriginal; tribal, community",Married,Middle,Lower class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,39,Kurukh; Oraon,Married,Middle,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,40,Hindi,Married,Middle,Lower middle class,3
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,40,Hindi,Married,Middle,Working class,4
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,40,"Other local; aboriginal; tribal, community",Married,Middle,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,41,Hindi,Married,Lower,Lower middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,41,Kurukh; Oraon,Married,Middle,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,42,Gondi,Married,Lower,Lower class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,44,Hindi,Married,Lower,Lower middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,44,Hindi,Married,Middle,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,45,Hindi,Married,Lower,Lower class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,45,Hindi,Married,Lower,Lower middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,45,Hindi,Married,Lower,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,45,Hindi,Married,Middle,Lower middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,46,"Other local; aboriginal; tribal, community",Married,Lower,Upper middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,47,Kurukh; Oraon,Married,Lower,Lower class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,50,Hindi,Married,Lower,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,50,No answer,Married,Lower,Lower class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,50,No answer,Married,Middle,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,52,Hindi,Married,Middle,Lower middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,52,Hindi,Separated,Lower,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,55,Hindi,Married,Higher,Lower middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,55,Hindi,Married,Lower,Working class,2
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,55,Kurukh; Oraon,Married,Middle,Lower middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,57,Hindi,Married,Middle,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,60,Hindi,Married,Middle,Working class,2
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,60,"Other local; aboriginal; tribal, community",Married,Lower,Lower middle class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,65,Hindi,Married,Lower,Working class,1
2012,-4,IN-JH Jharkhand,"Under 5,000",Male,68,Hindi,Married,Lower,Working class,1
2012,-4,IN-KA Karnataka,100000-500000,Female,23,Urdu,Single,Higher,Lower middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Female,23,Urdu,Single,Higher,Upper middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Female,24,Urdu,Married,Higher,Upper middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Female,24,Urdu,Married,Middle,Working class,1
2012,-4,IN-KA Karnataka,100000-500000,Female,25,Urdu,Married,Middle,Working class,1
2012,-4,IN-KA Karnataka,100000-500000,Female,25,Urdu,Single,Lower,Lower middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Female,26,Urdu,Single,Higher,Lower middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Female,27,Urdu,Married,Middle,Working class,1
2012,-4,IN-KA Karnataka,100000-500000,Female,30,Kannada,Single,Higher,Upper middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Female,30,Urdu,Married,Lower,Lower middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Female,30,Urdu,Married,Middle,Working class,1
2012,-4,IN-KA Karnataka,100000-500000,Female,30,Urdu,Single,Middle,Lower middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Female,32,Urdu,Married,Middle,Working class,1
2012,-4,IN-KA Karnataka,100000-500000,Female,33,Kannada,Married,Middle,Upper middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Female,35,Urdu,Married,Lower,Working class,1
2012,-4,IN-KA Karnataka,100000-500000,Female,38,Kannada,Married,Middle,Upper middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Female,40,Kannada,Married,Middle,Upper middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Female,41,Urdu,Married,Lower,Working class,1
2012,-4,IN-KA Karnataka,100000-500000,Female,42,Kannada,Married,Higher,Upper middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Female,46,Urdu,Married,Lower,Lower middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Female,47,Urdu,Married,Lower,Lower middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Female,52,Mara; Lakher,Widowed,Middle,Upper middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Female,53,Urdu,Widowed,Lower,Lower middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Female,54,Urdu,Married,Lower,Upper middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Female,62,No answer,Married,Middle,Upper middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Female,66,Tamil,Married,Lower,Working class,1
2012,-4,IN-KA Karnataka,100000-500000,Male,23,Urdu,Married,Middle,Working class,1
2012,-4,IN-KA Karnataka,100000-500000,Male,24,Urdu,Single,Higher,Lower middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Male,24,Urdu,Single,Higher,Upper middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Male,25,Urdu,Single,Higher,Working class,1
2012,-4,IN-KA Karnataka,100000-500000,Male,25,Urdu,Single,Middle,Working class,1
2012,-4,IN-KA Karnataka,100000-500000,Male,26,Urdu,Married,Middle,Working class,1
2012,-4,IN-KA Karnataka,100000-500000,Male,27,Urdu,Married,Middle,Lower middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Male,27,Urdu,Single,Middle,Lower middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Male,28,Tamil,Single,Higher,Upper middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Male,29,Urdu,Married,Middle,Lower middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Male,29,Urdu,Single,Higher,Upper middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Male,30,Urdu,Married,Middle,Lower middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Male,32,Kannada,Married,Higher,Upper middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Male,33,Urdu,Married,Lower,Upper middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Male,34,Urdu,Married,Middle,Lower middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Male,36,No answer,Married,Middle,Upper middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Male,36,Urdu,Married,Middle,Lower middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Male,37,Kannada,Married,Lower,Upper middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Male,38,Kannada,Married,Middle,Lower middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Male,40,Urdu,Married,Middle,Working class,1
2012,-4,IN-KA Karnataka,100000-500000,Male,42,Kannada,Married,Higher,Upper middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Male,42,Tamil,Married,Higher,Lower middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Male,42,Urdu,Married,Middle,Working class,1
2012,-4,IN-KA Karnataka,100000-500000,Male,44,Urdu,Married,Lower,Working class,1
2012,-4,IN-KA Karnataka,100000-500000,Male,44,Urdu,Married,Middle,Lower middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Male,46,Urdu,Married,Middle,Upper middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Male,51,Kannada,Married,Higher,Upper middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Male,51,Kannada,Married,Middle,Upper middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Male,52,Kannada,Married,Higher,Upper middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Male,52,No answer,Single,Middle,Lower middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Male,52,Urdu,Married,Lower,Working class,1
2012,-4,IN-KA Karnataka,100000-500000,Male,53,Urdu,Married,Lower,Lower middle class,1
2012,-4,IN-KA Karnataka,100000-500000,Male,55,Urdu,Married,Lower,Upper middle class,1
2012,-4,IN-KA Karnataka,5000-20000,Female,21,Kannada,Single,Higher,Upper class,1
2012,-4,IN-KA Karnataka,5000-20000,Female,22,Urdu,Single,Higher,Upper class,1
2012,-4,IN-KA Karnataka,5000-20000,Female,23,Kannada,Married,Middle,Upper middle class,1
2012,-4,IN-KA Karnataka,5000-20000,Female,27,Urdu,Married,Middle,Upper middle class,1
2012,-4,IN-KA Karnataka,5000-20000,Female,28,Urdu,Married,Middle,Lower middle class,1
2012,-4,IN-KA Karnataka,5000-20000,Female,29,Urdu,Married,Middle,Upper middle class,1
2012,-4,IN-KA Karnataka,5000-20000,Female,30,Urdu,Married,Middle,Upper class,1
2012,-4,IN-KA Karnataka,5000-20000,Female,31,Kannada,Married,Higher,Upper middle class,1
2012,-4,IN-KA Karnataka,5000-20000,Female,32,Kannada,Married,Lower,Working class,1
2012,-4,IN-KA Karnataka,5000-20000,Female,32,Urdu,Married,Lower,Upper class,1
2012,-4,IN-KA Karnataka,5000-20000,Female,32,Urdu,Married,Middle,Lower middle class,1
2012,-4,IN-KA Karnataka,5000-20000,Female,34,Urdu,Married,Middle,Upper middle class,1
2012,-4,IN-KA Karnataka,5000-20000,Female,35,Urdu,Married,Lower,Working class,1
2012,-4,IN-KA Karnataka,5000-20000,Female,35,Urdu,Married,Middle,Lower middle class,1
2012,-4,IN-KA Karnataka,5000-20000,Female,36,Urdu,Married,Middle,Lower middle class,1
2012,-4,IN-KA Karnataka,5000-20000,Female,38,Kannada,Married,Middle,Lower middle class,1
2012,-4,IN-KA Karnataka,5000-20000,Female,38,Kannada,Single,Middle,Upper middle class,1
2012,-4,IN-KA Karnataka,5000-20000,Female,39,Kannada,Married,Middle,Lower middle class,1
2012,-4,IN-KA Karnataka,5000-20000,Female,40,Kannada,Married,Lower,Working class,1
2012,-4,IN-KA Karnataka,5000-20000,Female,42,Urdu,Married,Lower,Working class,1
2012,-4,IN-KA Karnataka,5000-20000,Female,43,Kannada,Married,Higher,Lower middle class,1
2012,-4,IN-KA Karnataka,5000-20000,Female,43,Urdu,Married,Lower,Working class,1
2012,-4,IN-KA Karnataka,5000-20000,Female,45,Urdu,Married,Lower,Upper class,1
2012,-4,IN-KA Karnataka,5000-20000,Female,45,Urdu,Married,Middle,Upper class,1
2012,-4,IN-KA Karnataka,5000-20000,Female,46,Urdu,Married,Middle,Upper middle class,1
2012,-4,IN-KA Karnataka,5000-20000,Female,47,Kannada,Married,Lower,Lower middle class,1
2012,-4,IN-KA Karnataka,5000-20000,Female,49,Urdu,Married,Lower,Working class,1
2012,-4,IN-KA Karnataka,5000-20000,Female,54,Kannada,Married,Lower,Lower middle class,2
2012,-4,IN-KA Karnataka,5000-20000,Female,54,Kannada,Married,Middle,Upper middle class,1
2012,-4,IN-KA Karnataka,5000-20000,Male,24,Kannada,Single,Higher,Working class,1
2012,-4,IN-KA Karnataka,5000-20000,Male,25,Kannada,Single,Higher,Lower middle class,2
2012,-4,IN-KA Karnataka,5000-20000,Male,25,Urdu,Single,Higher,Lower middle class,1
2012,-4,IN-KA Karnataka,5000-20000,Male,25,Urdu,Single,Middle,Working class,1
2012,-4,IN-KA Karnataka,5000-20000,Male,27,Kannada,Single,Higher,Lower middle class,1
2012,-4,IN-KA Karnataka,5000-20000,Male,28,Kannada,Married,Middle,Upper middle class,1
2012,-4,IN-KA Karnataka,5000-20000,Male,28,Urdu,Single,Higher,Working class,1
2012,-4,IN-KA Karnataka,5000-20000,Male,29,Urdu,Married,Middle,Working class,1
2012,-4,IN-KA Karnataka,5000-20000,Male,30,Kannada,Married,Higher,Upper middle class,1
2012,-4,IN-KA Karnataka,5000-20000,Male,30,Kannada,Married,Middle,Upper middle class,1
2012,-4,IN-KA Karnataka,5000-20000,Male,30,Urdu,Married,Higher,Lower middle class,1
2012,-4,IN-KA Karnataka,5000-20000,Male,31,Urdu,Married,Middle,Lower middle class,1
2012,-4,IN-KA Karnataka,5000-20000,Male,32,Urdu,Married,Higher,Working class,1
2012,-4,IN-KA Karnataka,5000-20000,Male,32,Urdu,Married,Middle,Lower middle class,1
2012,-4,IN-KA Karnataka,5000-20000,Male,32,Urdu,Married,Middle,Working class,1
